covariate_index,wamd_after
Xc1,0.021707304549076784
Xc2,3.148027321373537e-05
Xc3,0.06857649994412542
Xc4,0.02449831731995358
Xc5,0.10965501877399085
Xc6,0.036511146403563254
Xc7,0.10068957965006059
Xc8,0.02608360257225709
Xc9,0.05701816189833998
Xc10,0.02096978737729361
Xp1,0.010469087780478177
Xp2,0.017771141327456146
Xp3,0.006192510903311028
Xp4,0.0009515119506507837
Xp5,0.008474454511661202
Xp6,0.05035393528664282
Xp7,0.02781805272092665
Xp8,0.02729502012557221
Xp9,0.006321018430595924
Xp10,0.006297270422980454
Xi1,0.022151493123454494
Xi2,0.012053454709914757
Xi3,0.01906370257145993
Xi4,0.027367859477368847
Xi5,0.056555384348312414
Xi6,0.07151282044453287
Xi7,0.036998618051808256
Xi8,0.0041385251753870145
Xi9,0.009224082881796542
Xi10,0.022699188714905075
Xs1,0.008531271070316206
Xs2,0.006285441626843653
Xs3,0.005476334101164561
Xs4,0.00037612492046662304
Xs5,0.0003358986107737917
Xs6,0.0012562378726730288
Xs7,0.009061328409290848
Xs8,0.008320342189301024
Xs9,0.00045025035205391263
Xs10,0.013704184129136373
Xs11,0.006420309800184058
Xs12,0.000403014121726878
Xs13,0.006239650124709567
Xs14,7.582500409365274e-05
Xs15,0.02550679803206632
Xs16,0.003230061214280962
Xs17,0.004267270677459845
Xs18,0.05347350772825863
Xs19,0.0011374776095806434
Xs20,0.001520756370994982
Xs21,0.01036948524321879
Xs22,0.013939317430588882
Xs23,0.0029038877417661715
Xs24,0.0018828872825223946
Xs25,0.0006577314897143994
Xs26,0.005708149084179151
Xs27,0.007277029703835716
Xs28,0.014158644318300601
Xs29,0.0003320677922435002
Xs30,0.0237663589279063
Xs31,0.0019598262443553303
Xs32,0.017510545423848372
Xs33,0.00015677625310676107
Xs34,0.0008905408720271169
Xs35,0.002774207133202322
Xs36,0.003331306363682238
Xs37,0.011717903687785988
Xs38,0.010332137101651689
Xs39,0.021935637347844372
Xs40,1.753216655808931e-05
Xs41,6.021210244631869e-05
Xs42,0.011220637130369993
Xs43,0.02754678002270236
Xs44,2.6222773994338277e-05
Xs45,3.300074010205626e-07
Xs46,0.001262141344157281
Xs47,0.01292013395004135
Xs48,0.001164422128458191
Xs49,0.02704033654028458
Xs50,0.011040209873359267
Xs51,0.00654867429924341
Xs52,0.0030911251714396603
Xs53,0.017631166673907874
Xs54,0.0020787557380699284
Xs55,0.008511735439176766
Xs56,0.00023881125509640867
Xs57,0.06684529578207732
Xs58,0.01844440923713706
Xs59,0.027733330407748575
Xs60,0.0011275073349255177
Xs61,0.00978815517318016
Xs62,0.0023481749636028856
Xs63,0.006905805689036464
Xs64,0.002336543595188119
Xs65,0.0012770419333916901
Xs66,0.0029508712595566013
Xs67,0.008317024478488042
Xs68,0.000545516311055772
Xs69,0.0009285745482486369
Xs70,0.01816940739113409
Xs71,0.005181711512738928
Xs72,0.010708283008963638
Xs73,0.0013333859990304314
Xs74,0.0015452666542672912
Xs75,0.00016590313017367348
Xs76,0.004323429066493889
Xs77,0.0006081030853716758
Xs78,0.002642578830503596
Xs79,0.000857130048568198
Xs80,0.01437224441632077
Xs81,0.0036753404152721414
Xs82,0.0028252060820409043
Xs83,0.004469683537369967
Xs84,0.0017655833570095717
Xs85,0.010101336336465268
Xs86,0.008047972854406903
Xs87,7.490716561285705e-05
Xs88,0.005302235390908807
Xs89,0.004852463265179643
Xs90,0.012501306573800814
Xs91,0.0003221437230169059
Xs92,0.005064565041052107
Xs93,0.005793704887973127
Xs94,0.0048521621538696455
Xs95,0.00802777761175171
Xs96,0.0013711184072227641
Xs97,0.004937865555922495
Xs98,0.008264105355528063
Xs99,0.00603785497851837
Xs100,0.017282942853878616
Xs101,0.00618846151746406
Xs102,0.0006671292853432796
Xs103,0.0070933864312021115
Xs104,0.0009882331509106393
Xs105,0.008276975378320008
Xs106,0.0015412539744402898
Xs107,0.004591226576080276
Xs108,0.005206004083435735
Xs109,0.0031130113351251834
Xs110,0.013573123613224986
Xs111,0.00212011025551178
Xs112,0.0033287300903820432
Xs113,0.01704363821805855
Xs114,0.001435107920814938
Xs115,0.0005582052163305359
Xs116,0.00019177004192782188
Xs117,0.021157032540722903
Xs118,0.00019307425596824554
Xs119,0.0034609631782436807
Xs120,0.042712309039065366
