covariate_index,selection_proportion
1,0.03333333333333333
2,0.0
3,0.03333333333333333
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.06666666666666667
10,0.0
11,0.0
12,0.0
13,0.0
14,0.03333333333333333
15,0.03333333333333333
16,0.0
17,0.06666666666666667
18,0.0
19,0.03333333333333333
20,0.0
21,0.0
22,0.03333333333333333
23,0.0
24,0.0
25,0.03333333333333333
26,0.0
27,0.0
28,0.0
29,0.03333333333333333
30,0.03333333333333333
31,0.0
32,0.0
33,0.03333333333333333
34,0.0
35,0.0
36,0.03333333333333333
37,0.0
38,0.06666666666666667
39,0.0
40,0.0
41,0.03333333333333333
42,0.0
43,0.0
44,0.0
45,0.06666666666666667
46,0.06666666666666667
47,0.03333333333333333
48,0.06666666666666667
49,0.0
50,0.03333333333333333
51,0.0
52,0.03333333333333333
53,0.03333333333333333
54,0.0
55,0.03333333333333333
56,0.0
57,0.0
58,0.03333333333333333
59,0.03333333333333333
60,0.0
61,0.03333333333333333
62,0.0
63,0.06666666666666667
64,0.0
65,0.03333333333333333
66,0.03333333333333333
67,0.03333333333333333
68,0.0
69,0.0
70,0.0
71,0.0
72,0.03333333333333333
73,0.0
74,0.0
75,0.0
76,0.0
77,0.03333333333333333
78,0.0
79,0.03333333333333333
80,0.03333333333333333
81,0.03333333333333333
82,0.0
83,0.03333333333333333
84,0.0
85,0.03333333333333333
86,0.03333333333333333
87,0.03333333333333333
88,0.0
89,0.0
90,0.0
91,0.0
92,0.06666666666666667
93,0.0
94,0.0
95,0.03333333333333333
96,0.03333333333333333
97,0.0
98,0.03333333333333333
99,0.0
100,0.0
101,0.03333333333333333
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.03333333333333333
109,0.0
110,0.03333333333333333
111,0.0
112,0.03333333333333333
113,0.03333333333333333
114,0.0
115,0.0
116,0.0
117,0.0
118,0.03333333333333333
119,0.0
120,0.0
121,0.0
122,0.03333333333333333
123,0.03333333333333333
124,0.0
125,0.0
126,0.03333333333333333
127,0.03333333333333333
128,0.03333333333333333
129,0.0
130,0.03333333333333333
131,0.0
132,0.0
133,0.0
134,0.03333333333333333
135,0.03333333333333333
136,0.03333333333333333
137,0.0
138,0.0
139,0.0
140,0.0
141,0.06666666666666667
142,0.03333333333333333
143,0.0
144,0.03333333333333333
145,0.0
146,0.03333333333333333
147,0.03333333333333333
148,0.0
149,0.0
150,0.0
151,0.0
152,0.0
153,0.03333333333333333
154,0.03333333333333333
155,0.0
156,0.0
157,0.03333333333333333
158,0.0
159,0.0
160,0.03333333333333333
161,0.0
162,0.03333333333333333
163,0.0
164,0.0
165,0.0
166,0.0
167,0.03333333333333333
168,0.03333333333333333
169,0.0
170,0.0
171,0.03333333333333333
172,0.0
173,0.03333333333333333
174,0.0
175,0.0
176,0.03333333333333333
177,0.06666666666666667
178,0.0
179,0.03333333333333333
180,0.0
181,0.06666666666666667
182,0.0
183,0.03333333333333333
184,0.0
185,0.0
186,0.03333333333333333
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.03333333333333333
193,0.0
194,0.06666666666666667
195,0.03333333333333333
196,0.0
197,0.06666666666666667
198,0.0
199,0.0
200,0.0
201,0.0
202,0.0
203,0.0
204,0.0
205,0.0
206,0.0
207,0.0
208,0.03333333333333333
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.03333333333333333
216,0.0
217,0.0
218,0.03333333333333333
219,0.0
220,0.0
221,0.06666666666666667
222,0.0
223,0.0
224,0.0
225,0.03333333333333333
226,0.0
227,0.0
228,0.0
229,0.0
230,0.03333333333333333
231,0.0
232,0.0
233,0.03333333333333333
234,0.03333333333333333
235,0.03333333333333333
236,0.0
237,0.0
238,0.0
239,0.0
240,0.03333333333333333
241,0.03333333333333333
242,0.0
243,0.03333333333333333
244,0.0
245,0.03333333333333333
246,0.03333333333333333
247,0.0
248,0.0
249,0.06666666666666667
250,0.0
251,0.03333333333333333
252,0.03333333333333333
253,0.0
254,0.0
255,0.0
256,0.0
257,0.0
258,0.0
259,0.0
260,0.0
261,0.03333333333333333
262,0.03333333333333333
263,0.0
264,0.0
265,0.0
266,0.03333333333333333
267,0.03333333333333333
268,0.0
269,0.0
270,0.0
271,0.0
272,0.0
273,0.0
274,0.0
275,0.0
276,0.03333333333333333
277,0.0
278,0.0
279,0.0
280,0.0
281,0.03333333333333333
282,0.0
283,0.0
284,0.0
285,0.0
286,0.03333333333333333
287,0.03333333333333333
288,0.03333333333333333
289,0.0
290,0.0
291,0.03333333333333333
292,0.06666666666666667
293,0.0
294,0.03333333333333333
295,0.03333333333333333
296,0.0
297,0.03333333333333333
298,0.03333333333333333
299,0.0
300,0.03333333333333333
301,0.0
302,0.0
303,0.03333333333333333
304,0.03333333333333333
305,0.03333333333333333
306,0.0
307,0.03333333333333333
308,0.0
309,0.0
310,0.03333333333333333
311,0.06666666666666667
312,0.0
313,0.0
314,0.03333333333333333
315,0.0
316,0.0
317,0.0
318,0.0
319,0.0
320,0.0
321,0.0
322,0.0
323,0.03333333333333333
324,0.03333333333333333
325,0.0
326,0.03333333333333333
327,0.0
328,0.03333333333333333
329,0.0
330,0.0
331,0.03333333333333333
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
341,0.0
342,0.06666666666666667
343,0.0
344,0.06666666666666667
345,0.03333333333333333
346,0.03333333333333333
347,0.0
348,0.0
349,0.0
350,0.03333333333333333
351,0.0
352,0.0
353,0.0
354,0.0
355,0.0
356,0.0
357,0.03333333333333333
358,0.03333333333333333
359,0.0
360,0.0
361,0.0
362,0.0
363,0.0
364,0.0
365,0.03333333333333333
366,0.1
367,0.0
368,0.03333333333333333
369,0.03333333333333333
370,0.03333333333333333
371,0.0
372,0.0
373,0.0
374,0.0
375,0.03333333333333333
376,0.0
377,0.03333333333333333
378,0.0
379,0.0
380,0.0
381,0.0
382,0.03333333333333333
383,0.0
384,0.03333333333333333
385,0.0
386,0.0
387,0.03333333333333333
388,0.0
389,0.0
390,0.0
391,0.0
392,0.0
393,0.03333333333333333
394,0.03333333333333333
395,0.0
396,0.0
397,0.0
398,0.0
399,0.0
400,0.0
401,0.0
402,0.03333333333333333
403,0.0
404,0.0
405,0.03333333333333333
406,0.0
407,0.0
408,0.03333333333333333
409,0.0
410,0.03333333333333333
411,0.0
412,0.0
413,0.0
414,0.03333333333333333
415,0.0
416,0.0
417,0.0
418,0.06666666666666667
419,0.0
420,0.0
421,0.0
422,0.0
423,0.0
424,0.06666666666666667
425,0.03333333333333333
426,0.03333333333333333
427,0.0
428,0.03333333333333333
429,0.0
430,0.0
431,0.03333333333333333
432,0.0
433,0.0
434,0.03333333333333333
435,0.0
436,0.0
437,0.0
438,0.0
439,0.0
440,0.0
441,0.0
442,0.0
443,0.0
444,0.0
445,0.06666666666666667
446,0.0
447,0.0
448,0.0
449,0.03333333333333333
450,0.0
451,0.0
452,0.0
453,0.0
454,0.0
455,0.0
456,0.0
457,0.03333333333333333
458,0.03333333333333333
459,0.0
460,0.03333333333333333
461,0.0
462,0.0
463,0.0
464,0.0
465,0.0
466,0.03333333333333333
467,0.06666666666666667
468,0.0
469,0.0
470,0.03333333333333333
471,0.0
472,0.0
473,0.03333333333333333
474,0.0
475,0.03333333333333333
476,0.0
477,0.0
478,0.06666666666666667
479,0.0
480,0.0
481,0.0
482,0.0
483,0.0
484,0.0
485,0.0
486,0.0
487,0.03333333333333333
488,0.0
489,0.03333333333333333
490,0.0
491,0.06666666666666667
492,0.03333333333333333
493,0.0
494,0.03333333333333333
495,0.0
496,0.03333333333333333
497,0.0
498,0.03333333333333333
499,0.03333333333333333
500,0.0
