ate,method,rep
0.08236380499977328,OAL,0
0.08234066288502159,IPWX,0
-0.16081424231257424,Conf,0
-0.1645038294266059,Targ,0
-0.02580411666459656,PotConf,0
0.004237021354532987,OAL,1
0.004219055102176725,IPWX,1
-0.1466785808576429,Conf,1
-0.2453888326422018,Targ,1
-0.7504712217821136,PotConf,1
0.12872878668222265,OAL,2
0.12868323876928434,IPWX,2
-0.0823361240207039,Conf,2
-0.09237840463643558,Targ,2
-0.20048908653558878,PotConf,2
0.30833369899134266,OAL,3
0.3082844824169028,IPWX,3
0.05529519580215973,Conf,3
0.12033664971157398,Targ,3
0.18362692194865407,PotConf,3
0.0684830054389016,OAL,4
0.06852345193354681,IPWX,4
-0.09301570125220905,Conf,4
-0.19479560230306758,Targ,4
-0.25741269343380707,PotConf,4
0.35501283150391894,OAL,5
0.3549800736742146,IPWX,5
0.10187931118073185,Conf,5
0.13906914520143876,Targ,5
-0.01016013971933806,PotConf,5
0.2069288958534827,OAL,6
0.20686738808663874,IPWX,6
0.0818161784241428,Conf,6
0.20321220992778388,Targ,6
0.3583589801393894,PotConf,6
0.15401502316206955,OAL,7
0.15394070643301005,IPWX,7
-0.0845754136656558,Conf,7
-0.034226535031458866,Targ,7
-0.06350276761861245,PotConf,7
0.47890171677459215,OAL,8
0.47881608356126376,IPWX,8
0.15507806904515598,Conf,8
0.14871756978390388,Targ,8
0.18760925284126326,PotConf,8
0.1012891428556914,OAL,9
0.1012379272026421,IPWX,9
-0.09996224490651436,Conf,9
-0.2839472790795108,Targ,9
-0.268855967084106,PotConf,9
0.14850094900147728,OAL,10
0.1484794161309025,IPWX,10
-0.12702340775802154,Conf,10
-0.09289432357345143,Targ,10
-0.006224405082666846,PotConf,10
0.43618212284400215,OAL,11
0.4360952625703818,IPWX,11
0.11772363763614468,Conf,11
0.13628443229575887,Targ,11
0.08619920843007997,PotConf,11
0.3651460275688646,OAL,12
0.3650563232086652,IPWX,12
0.1868615164561819,Conf,12
0.2732225901487534,Targ,12
0.19372480391939784,PotConf,12
0.41786511054403286,OAL,13
0.41788239367630386,IPWX,13
0.12389759475252451,Conf,13
0.08834652171898913,Targ,13
0.11479140171003985,PotConf,13
0.13707894817416905,OAL,14
0.13703968136352185,IPWX,14
0.04250495477258362,Conf,14
0.05619140779076296,Targ,14
0.0654220953066274,PotConf,14
0.049404054334555386,OAL,15
0.04946713853126633,IPWX,15
-0.07022703891884521,Conf,15
0.027870475108096926,Targ,15
-0.02523481466051468,PotConf,15
0.43707051965541077,OAL,16
0.4371242851240019,IPWX,16
0.24434972098495167,Conf,16
0.18153838072661715,Targ,16
0.4758033986756525,PotConf,16
0.38520303592824023,OAL,17
0.3852160534972014,IPWX,17
0.20403058735251023,Conf,17
0.27412846595369056,Targ,17
0.5416869204287675,PotConf,17
0.19066534848695588,OAL,18
0.19063530427549802,IPWX,18
-0.052231800018981894,Conf,18
-0.047133111756427995,Targ,18
0.10150521138815508,PotConf,18
0.021449550222564177,OAL,19
0.021533082289557727,IPWX,19
-0.23618688394072726,Conf,19
-0.15467060784902867,Targ,19
-0.23382767689449613,PotConf,19
0.37960460008189884,OAL,20
0.3795659909517246,IPWX,20
0.201363732810917,Conf,20
0.3351026467421341,Targ,20
0.4049143245940587,PotConf,20
0.4721669303034096,OAL,21
0.47210507718873607,IPWX,21
0.29043984275978996,Conf,21
0.256937473341892,Targ,21
0.11508874589131385,PotConf,21
0.35180552356162526,OAL,22
0.3518086928360826,IPWX,22
0.024002173145337313,Conf,22
0.16158010657189348,Targ,22
0.3905810100354665,PotConf,22
0.09537850273537099,OAL,23
0.0953652775905673,IPWX,23
-0.06109986952629081,Conf,23
-0.02500013781681462,Targ,23
-0.05062882386140525,PotConf,23
0.2465457502285736,OAL,24
0.24656852934567655,IPWX,24
0.026193670085237465,Conf,24
0.11438502442450968,Targ,24
0.12842606992674965,PotConf,24
-0.06762827466490766,OAL,25
-0.06766224882464714,IPWX,25
-0.2487265987598727,Conf,25
-0.27533967236178447,Targ,25
0.02343796995755798,PotConf,25
0.01678104459431738,OAL,26
0.01672517284138361,IPWX,26
-0.2488613765943215,Conf,26
-0.2185066425578498,Targ,26
-0.06793703916874472,PotConf,26
0.43027092378473725,OAL,27
0.4302650145082869,IPWX,27
0.38122583283766065,Conf,27
0.25139450252728807,Targ,27
0.4412139243963875,PotConf,27
0.03701224821545913,OAL,28
0.03704984874458699,IPWX,28
-0.2590995006657467,Conf,28
-0.24309886898300015,Targ,28
-0.015654277761516754,PotConf,28
0.3076381153974126,OAL,29
0.30757672252879026,IPWX,29
0.11708618392997218,Conf,29
-0.02061776371834037,Targ,29
0.09674896321159002,PotConf,29
