covariate_index,selection_proportion
1,0.4666666666666667
2,0.5
3,0.6333333333333333
4,0.4666666666666667
5,0.6
6,0.6
7,0.6
8,0.7333333333333333
9,0.5333333333333333
10,0.5333333333333333
11,0.6
12,0.5666666666666667
13,0.6333333333333333
14,0.5666666666666667
15,0.43333333333333335
16,0.6
17,0.6
18,0.6
19,0.5666666666666667
20,0.5333333333333333
21,0.43333333333333335
22,0.5666666666666667
23,0.5
24,0.5
25,0.6333333333333333
26,0.4
27,0.5
28,0.36666666666666664
29,0.4666666666666667
30,0.4
31,0.5333333333333333
32,0.5666666666666667
33,0.5
34,0.5
35,0.4666666666666667
36,0.5333333333333333
37,0.5666666666666667
38,0.6666666666666666
39,0.5333333333333333
40,0.5666666666666667
41,0.6333333333333333
42,0.7666666666666667
43,0.5666666666666667
44,0.5666666666666667
45,0.4
46,0.5333333333333333
47,0.5
48,0.5666666666666667
49,0.43333333333333335
50,0.5
51,0.5666666666666667
52,0.5666666666666667
53,0.6
54,0.5666666666666667
55,0.5333333333333333
56,0.7333333333333333
57,0.5333333333333333
58,0.6
59,0.5333333333333333
60,0.7
61,0.5
62,0.6
63,0.5333333333333333
64,0.5
65,0.5333333333333333
66,0.7333333333333333
67,0.4666666666666667
68,0.6
69,0.5
70,0.6666666666666666
71,0.4666666666666667
72,0.6333333333333333
73,0.5
74,0.6333333333333333
75,0.6
76,0.6666666666666666
77,0.5333333333333333
78,0.6
79,0.43333333333333335
80,0.5666666666666667
81,0.4666666666666667
82,0.6333333333333333
83,0.5
84,0.6
85,0.6
86,0.5333333333333333
87,0.6333333333333333
88,0.5666666666666667
89,0.5666666666666667
90,0.5666666666666667
91,0.5
92,0.5666666666666667
93,0.5
94,0.5
95,0.6333333333333333
96,0.6
97,0.6666666666666666
98,0.5
99,0.6666666666666666
100,0.16666666666666666
101,0.23333333333333334
102,0.26666666666666666
103,0.3
104,0.2
105,0.13333333333333333
106,0.23333333333333334
107,0.23333333333333334
108,0.16666666666666666
109,0.23333333333333334
110,0.13333333333333333
111,0.26666666666666666
112,0.13333333333333333
113,0.16666666666666666
114,0.23333333333333334
115,0.3
116,0.2
117,0.23333333333333334
118,0.26666666666666666
