covariate_index,amd_after
Xc1,0.6493447389204619
Xc2,0.8363756807892515
Xc3,0.8270816607292992
Xc4,0.7181403048347984
Xc5,0.731782158963455
Xc6,0.8564370063377363
Xc7,0.8169132001129281
Xc8,0.9418054803989168
Xc9,1.05368683284631
Xc10,0.7213317347030347
Xp1,0.9444844527319173
Xp2,0.8431126198588306
Xp3,0.7698325643706125
Xp4,0.9361065051957037
Xp5,0.7818375774328146
Xp6,0.8966997292862999
Xp7,0.7335109792911882
Xp8,0.9826391293779615
Xp9,0.5860711543218556
Xp10,0.8885899839313105
Xi1,0.9885535068438434
Xi2,1.1158534474398518
Xi3,1.0666010077379167
Xi4,0.9981116330068275
Xi5,1.0628318885100172
Xi6,0.872270680844102
Xi7,1.1800774681553232
Xi8,1.0003603924978217
Xi9,1.1453139288828993
Xi10,0.7750792703726104
Xs1,0.8375233685028237
Xs2,0.7735703635478928
Xs3,0.8502026329328637
Xs4,0.8882828833735457
Xs5,1.1446635721292222
Xs6,0.671171781775008
Xs7,0.9143464428033032
Xs8,1.070698341629798
Xs9,1.08633076316992
Xs10,0.8576195981633127
Xs11,0.629051850464892
Xs12,0.712252617545754
Xs13,0.6927617811317033
Xs14,0.9890905192526305
Xs15,0.7373982840013745
Xs16,0.8677184587780227
Xs17,0.7738263596871622
Xs18,0.7511226177401251
Xs19,0.8816666949519016
Xs20,1.0563821290073523
Xs21,1.0313293893994993
Xs22,0.7915216001155909
Xs23,0.7532059869228316
Xs24,1.0620106842991346
Xs25,0.8926977415948765
Xs26,0.9717987239505682
Xs27,0.7298389481979559
Xs28,0.8136530811226816
Xs29,1.016144582585533
Xs30,0.820902700122867
Xs31,1.0879374416782086
Xs32,0.7099141607105528
Xs33,0.8961691658440282
Xs34,0.6770447396900252
Xs35,0.8957743323266885
Xs36,0.6937110746709791
Xs37,1.114465408185763
Xs38,0.7578101964518883
Xs39,0.7457985401763075
Xs40,0.8110915847150281
Xs41,1.0710576418930033
Xs42,1.0571670267756075
Xs43,0.8712480167367229
Xs44,0.8522999321489146
Xs45,1.0030217907734083
Xs46,1.035971441742908
Xs47,1.055371224427053
Xs48,0.9754532639346338
Xs49,0.7394726795893163
Xs50,1.018620315256285
Xs51,0.9213686418957006
Xs52,1.0542630822790804
Xs53,0.9238457099309718
Xs54,0.6853636428473592
Xs55,0.7032184889849427
Xs56,0.8916208575637848
Xs57,0.7349091121189528
Xs58,1.3600508878976636
Xs59,0.841820515596186
Xs60,1.0964634094929404
Xs61,0.5233415528062046
Xs62,1.0718316354834418
Xs63,0.6588204456156732
Xs64,1.0613305388599399
Xs65,0.9488518355620775
Xs66,0.6052773042416055
Xs67,1.1721623755575743
Xs68,0.7524400891394601
Xs69,0.9111303050485351
Xs70,0.9686934564217133
Xs71,0.9572744369989421
Xs72,0.9800183770060846
Xs73,1.0693130733585015
Xs74,0.4908046041852131
Xs75,1.0891166712713314
Xs76,1.0134189191488918
Xs77,1.0273677582568819
Xs78,0.7363812425393356
Xs79,0.8915872264656304
Xs80,0.7929607072091018
Xs81,0.9802270906620425
Xs82,0.8463824030660196
Xs83,0.711606581870545
Xs84,0.5830180907737802
Xs85,0.9779272902848408
Xs86,0.9629131394721717
Xs87,0.8097728883084094
Xs88,0.8929730013258748
Xs89,0.6643458195679619
Xs90,0.933911533331474
Xs91,0.8732001345020869
Xs92,0.9890999209431115
Xs93,0.7284630409312532
Xs94,0.8702743228986742
Xs95,0.7419156025409245
Xs96,1.085483175378505
Xs97,1.1544571663295693
Xs98,1.1794209509428628
Xs99,1.000486097850961
Xs100,0.8239547831405128
Xs101,0.745107864226149
Xs102,0.8019434563796957
Xs103,0.8053983733375902
Xs104,0.7058637193637942
Xs105,0.9106984965684783
Xs106,1.1021897845016204
Xs107,1.1108198768168096
Xs108,0.8513330650523832
Xs109,1.0267459220355413
Xs110,0.7697809981971848
Xs111,1.005400535627405
Xs112,0.5362779854063495
Xs113,0.8072598082646261
Xs114,0.7417634467024297
Xs115,0.7417296537736981
Xs116,0.7387344991056823
Xs117,0.8228027900931648
Xs118,0.8818864007139078
Xs119,0.9415069526962574
Xs120,0.8336180569938914
Xs121,1.3424411728872254
Xs122,0.8698199416491434
Xs123,1.0271613681818246
Xs124,0.8251596206310049
Xs125,0.9333618706745244
Xs126,0.9399615610427772
Xs127,0.7888752287271534
Xs128,0.8365770876143555
Xs129,0.9985559811239508
Xs130,0.8533251315319903
Xs131,0.9012503955329908
Xs132,0.9239764080712818
Xs133,0.765540254898579
Xs134,0.9538401299310231
Xs135,0.687646131669034
Xs136,0.6966255195109139
Xs137,0.7727259738281135
Xs138,0.9800365435698601
Xs139,0.9448969775284362
Xs140,0.8686110240641193
Xs141,0.739914837969623
Xs142,0.8761140387618076
Xs143,0.87568587803321
Xs144,0.8217773499113419
Xs145,0.8102522105677865
Xs146,1.1709072906385294
Xs147,0.7690802269653196
Xs148,0.6432576854854941
Xs149,1.1354549904800146
Xs150,0.8596195133614032
Xs151,0.7742821095255228
Xs152,1.0536609813091664
Xs153,0.793330209326686
Xs154,0.9062865868237546
Xs155,0.7984730670604365
Xs156,0.932911033734662
Xs157,1.0375071181659765
Xs158,0.751373687577962
