alpha,mean_cv_mse
10.0,1.092047416452131
2.782559402207126,1.092047416452131
0.7742636826811278,1.092047416452131
0.21544346900318845,1.103380425235728
0.05994842503189409,1.3673702462014663
0.016681005372000592,1.701036183442331
0.004641588833612782,1.8925133217195462
0.001291549665014884,2.0035356690580963
0.00035938136638046257,2.0286838502722624
0.0001,2.0329774907253158
