covariate_index,wamd_after
Xc1,0.315836462798852
Xc2,0.2366246901407423
Xp1,0.1093570401531151
Xp2,0.021110437031013403
Xi1,0.1353495772793175
Xi2,0.037256434736205754
Xs1,0.0009972746638834493
Xs2,0.002564458408300039
Xs3,0.013534017678609497
Xs4,0.015482582715960994
Xs5,0.008418137144349525
Xs6,0.003293786239296634
Xs7,0.013148224756869931
Xs8,0.002150729106138239
Xs9,0.00014479741268673754
Xs10,0.01289959086718201
Xs11,3.3726998250217495e-05
Xs12,0.0017205922184368731
Xs13,0.04273217700217535
Xs14,0.0023483328679242735
Xs15,0.013834741933429054
Xs16,0.0010726705698521492
Xs17,0.007518195510891977
Xs18,0.0010266941012338643
Xs19,0.0013626941661870398
Xs20,0.009435916845354782
Xs21,0.0025054921131828435
Xs22,0.006109212509555734
Xs23,0.00047724640973493345
Xs24,0.008838982294255447
Xs25,0.00046573502050847307
Xs26,0.005931240211202654
Xs27,0.0020909467774197434
Xs28,0.0031083130661720302
Xs29,0.005963191192802259
Xs30,0.014344128684834851
Xs31,0.007737402959740629
Xs32,0.0016454777968382924
Xs33,0.0016834833360907153
Xs34,0.007500874826728053
Xs35,0.0015070670693014215
Xs36,0.00712654989734275
Xs37,0.006614873771743373
Xs38,0.0009191502226239838
Xs39,0.0038950245005357964
Xs40,0.001998831682438046
Xs41,0.0007889326694773605
Xs42,0.011617849197654195
Xs43,0.02230069680378082
Xs44,0.0284145760366118
Xs45,0.00982045332023551
Xs46,0.029475708205082076
Xs47,0.004881679822156161
Xs48,0.00917963745643466
Xs49,0.0014900125556747818
Xs50,0.00034022903735624234
Xs51,0.009160936643108304
Xs52,0.004882836749408293
Xs53,0.00645048407680075
Xs54,0.0009341130205115191
Xs55,0.0222662529628238
Xs56,0.0044193458336808066
Xs57,0.00017892608649574645
Xs58,0.0003924210646419918
Xs59,0.0002864937638444882
Xs60,0.0004273712526923646
Xs61,0.0098270489409393
Xs62,0.008400394008560134
Xs63,0.006722013242698731
Xs64,0.008397490141915548
Xs65,0.01855028474495452
Xs66,3.369998380640663e-05
Xs67,0.0009967161253543774
Xs68,0.014283221978150384
Xs69,0.006105154888128467
Xs70,0.00043035288624130056
Xs71,0.005898162856316929
Xs72,0.003282031142563495
Xs73,0.0014232088650158088
Xs74,0.006178524142127369
Xs75,0.04412622066803973
Xs76,0.01855484138554612
Xs77,0.0053096686147265475
Xs78,0.0014465419514038927
Xs79,0.01415925802615315
Xs80,0.022772687497842833
Xs81,0.0019156587332259593
Xs82,0.010330756510395429
Xs83,0.0009493706461399771
Xs84,0.020342841419720724
Xs85,0.0029083629920197483
Xs86,0.052302635819228845
Xs87,0.007607832505554038
Xs88,0.00928140471707497
Xs89,0.022115192140078337
Xs90,0.015837014691325594
Xs91,0.008477727587635259
Xs92,0.010462446525292903
Xs93,0.011174855549892546
Xs94,0.025611781470826465
