ate,method,rep
1.1512700770538866,OAL,0
1.17363710747503,IPWX,0
-0.053013880518993306,Conf,0
0.18976430892611817,Targ,0
1.1575170363959426,PotConf,0
1.8902249483062712,OAL,1
1.9034146339975906,IPWX,1
0.6255778750824209,Conf,1
0.40009850152981175,Targ,1
1.1868738406380712,PotConf,1
1.4405696787062654,OAL,2
1.5603971115327302,IPWX,2
-0.23293578840164342,Conf,2
0.1275582775127852,Targ,2
1.3652515864848414,PotConf,2
1.3231581466544249,OAL,3
1.3151724950952315,IPWX,3
0.1038754772895911,Conf,3
-0.218056599289614,Targ,3
0.22507242918973863,PotConf,3
1.2257403071045554,OAL,4
1.2258653576121739,IPWX,4
0.3128413782885833,Conf,4
0.7403221025031707,Targ,4
1.2241101779072143,PotConf,4
0.5997981811379682,OAL,5
0.8715091037422423,IPWX,5
-0.7468000886937867,Conf,5
-0.22150830811903996,Targ,5
0.8040522236653742,PotConf,5
1.2699035511670285,OAL,6
1.49137541569559,IPWX,6
0.21350194345523935,Conf,6
-0.004042239988519963,Targ,6
1.4905523957595723,PotConf,6
1.3403292970522696,OAL,7
1.4797201153088628,IPWX,7
-0.6594610107953048,Conf,7
-0.7321339144590115,Targ,7
1.4748916609320315,PotConf,7
0.5149534757524443,OAL,8
1.1542016239239707,IPWX,8
-1.2377188815361735,Conf,8
-0.9536150351485215,Targ,8
0.7305019473953612,PotConf,8
1.2799131042885792,OAL,9
1.5350847147362128,IPWX,9
0.3744442468618252,Conf,9
0.6643412085325345,Targ,9
1.3014264237488018,PotConf,9
0.8191900127560103,OAL,10
1.5341324202595064,IPWX,10
-0.5286508062319292,Conf,10
-0.27409173035153145,Targ,10
1.5644403012213766,PotConf,10
1.3996447491967197,OAL,11
1.7028601943758526,IPWX,11
0.4443607507076882,Conf,11
0.1919240577935964,Targ,11
1.6968756403202594,PotConf,11
1.2179625571583421,OAL,12
1.6153524771153154,IPWX,12
-0.07316580073456969,Conf,12
-0.91780973614605,Targ,12
1.611920570423721,PotConf,12
1.440844932425977,OAL,13
1.4823354650587812,IPWX,13
0.17329389331002598,Conf,13
0.143092175987096,Targ,13
1.458208183631045,PotConf,13
1.1872673909811233,OAL,14
1.382609266834347,IPWX,14
-0.2856656838125553,Conf,14
0.11972105482221111,Targ,14
1.3774693094236357,PotConf,14
1.2935373559274774,OAL,15
1.2661706692719603,IPWX,15
0.1856041591711019,Conf,15
-0.06295727121296854,Targ,15
1.2579899906863155,PotConf,15
1.1242011792667117,OAL,16
1.405456523151042,IPWX,16
0.2529204841344963,Conf,16
0.32535418723188014,Targ,16
1.401428022393974,PotConf,16
1.661559278137732,OAL,17
1.9242726547027291,IPWX,17
-0.08817813311285327,Conf,17
-0.30706102267435165,Targ,17
1.9117769097523758,PotConf,17
0.6484625271106468,OAL,18
1.1879749572445748,IPWX,18
0.21107975827195574,Conf,18
-0.07856260356404694,Targ,18
1.1756227760967455,PotConf,18
1.9337695277554796,OAL,19
2.4919865597304294,IPWX,19
0.8828481218614559,Conf,19
0.4155724593498955,Targ,19
2.4838409401300297,PotConf,19
1.6298760063362399,OAL,20
1.888284821558138,IPWX,20
0.5539573601026133,Conf,20
0.43095417990825374,Targ,20
1.2640784100550864,PotConf,20
1.2773925461547981,OAL,21
1.398073545944866,IPWX,21
0.02972251105044417,Conf,21
0.3271637127826692,Targ,21
1.3883728331855831,PotConf,21
0.9023695781479915,OAL,22
1.3397994699530198,IPWX,22
0.018658547990054862,Conf,22
-0.11684240453456542,Targ,22
-0.6564408543242517,PotConf,22
0.43736275599761654,OAL,23
0.7929308488771951,IPWX,23
-0.7702999995149382,Conf,23
-0.190097514479113,Targ,23
0.7896382242404443,PotConf,23
1.168738328172076,OAL,24
1.3026361357315013,IPWX,24
-0.21968855409316923,Conf,24
-0.10186943729427528,Targ,24
0.8798073788721748,PotConf,24
1.350525919028236,OAL,25
1.3502879291507695,IPWX,25
-0.3024803996852311,Conf,25
0.05300159818829381,Targ,25
0.933524063189381,PotConf,25
1.2493997533289924,OAL,26
1.6538440519123154,IPWX,26
-0.22015866319630029,Conf,26
-0.0971856105005304,Targ,26
0.9757172981114469,PotConf,26
1.2979459450927247,OAL,27
1.4217312301186513,IPWX,27
0.2468768094352221,Conf,27
0.23450572372748088,Targ,27
1.200522794374994,PotConf,27
1.642799262824864,OAL,28
1.807302960254701,IPWX,28
-0.33543788809396796,Conf,28
-0.4678349727069845,Targ,28
1.8048359932567828,PotConf,28
1.0783007818027217,OAL,29
1.4217781440224009,IPWX,29
0.24466822976964747,Conf,29
0.18553343551413398,Targ,29
1.4044896702672585,PotConf,29
