coef_index,coef_value
Xc1,0.5215704871149613
Xc2,0.6101152813025366
Xp1,0.5319993621371959
Xp2,0.05908073415699547
Xi1,0.001081124917866133
Xi2,-0.0404338603926118
Xs1,-0.10882947745865816
Xs2,0.08295455211028399
Xs3,0.13341312561487276
Xs4,-0.03889924757776742
Xs5,-0.08420821387294462
Xs6,-0.017205244426593533
Xs7,-0.019677671043284814
Xs8,-0.019198460349189428
Xs9,0.02035976351082118
Xs10,-0.03658573604502098
Xs11,0.10862274998456531
Xs12,-0.006498209502071934
Xs13,0.0538197051255509
Xs14,-0.045973094908670645
Xs15,0.03782306519058071
Xs16,-0.13176173766489635
Xs17,0.11516357824277351
Xs18,-0.07604691372611899
Xs19,-0.024466444732385934
Xs20,0.00012810676624600698
Xs21,0.03747377191760012
Xs22,0.10260450204642835
Xs23,-0.0062396756011984
Xs24,-0.05054274097779682
Xs25,-0.025413915990498498
Xs26,0.06803704058717196
Xs27,-0.13211835670088484
Xs28,0.11437920241100596
Xs29,0.07400189942858129
Xs30,0.08017995577388726
Xs31,-0.005168754074267798
Xs32,0.05502732411941216
Xs33,0.05007973843149437
Xs34,-0.10686560688692748
Xs35,-0.08870383563418167
Xs36,0.09446855744785577
Xs37,-0.056150731152892874
Xs38,-0.002973128595275095
Xs39,0.2333889816555577
Xs40,-0.08974273563226068
Xs41,0.09181681938053096
Xs42,-0.01621188008119326
Xs43,-0.08473095463740866
Xs44,-0.04311124802658842
Xs45,-0.04976222628971788
Xs46,0.103607935014801
Xs47,-0.01605249580227666
Xs48,-0.09162413197084043
Xs49,0.001675688982669954
Xs50,0.19679842681997173
Xs51,0.012550197008574043
Xs52,-0.04452739986479576
Xs53,-0.04305149616139245
Xs54,-0.12337644994765785
Xs55,0.07519853517128286
Xs56,0.010530677723856532
Xs57,-0.02129454645121219
Xs58,0.04712057165365385
Xs59,-0.06742774165069469
Xs60,0.019108175501234725
Xs61,-0.058034278742925355
Xs62,0.08581794340213975
Xs63,0.08879097550047199
Xs64,0.004986456108501458
Xs65,-0.0773516760129121
Xs66,-0.01760943527624563
Xs67,0.01814966287043182
Xs68,0.0027556481597600657
Xs69,-0.0913294736659595
Xs70,-0.07575901542732805
Xs71,-0.01190480833369531
Xs72,-0.00875085992377056
Xs73,-0.014211858815832312
Xs74,0.050772534061988464
Xs75,0.07715498409765392
Xs76,0.02280401951786536
Xs77,-0.14702043992131894
Xs78,-0.11393953206475413
Xs79,-0.013142914094919453
Xs80,-0.1287854098268527
Xs81,-0.08553278712332583
Xs82,-0.07193921213058102
Xs83,-0.012223182097526458
Xs84,0.017783194902100938
Xs85,0.041640991942164744
Xs86,-0.12497906517160434
Xs87,0.13357341786964994
Xs88,-0.1465351338218956
Xs89,0.047199218580478625
Xs90,-0.005005141237286681
Xs91,0.09421245925399191
Xs92,0.14251294094215972
Xs93,0.0947814133896311
Xs94,0.043705853205275536
