covariate_index,selection_proportion
1,0.26666666666666666
2,0.3
3,0.43333333333333335
4,0.23333333333333334
5,0.36666666666666664
6,0.43333333333333335
7,0.4
8,0.23333333333333334
9,0.3
10,0.3
11,0.23333333333333334
12,0.3333333333333333
13,0.4666666666666667
14,0.2
15,0.36666666666666664
16,0.3
17,0.5
18,0.4666666666666667
19,0.3
20,0.1
21,0.06666666666666667
22,0.03333333333333333
23,0.03333333333333333
24,0.06666666666666667
25,0.23333333333333334
26,0.13333333333333333
27,0.1
28,0.13333333333333333
29,0.1
30,0.06666666666666667
31,0.1
32,0.06666666666666667
33,0.13333333333333333
34,0.0
35,0.16666666666666666
36,0.06666666666666667
37,0.06666666666666667
38,0.1
39,0.0
40,0.0
41,0.1
42,0.06666666666666667
43,0.13333333333333333
44,0.03333333333333333
45,0.06666666666666667
46,0.13333333333333333
47,0.1
48,0.13333333333333333
49,0.1
50,0.13333333333333333
51,0.06666666666666667
52,0.06666666666666667
53,0.06666666666666667
54,0.1
55,0.06666666666666667
56,0.03333333333333333
57,0.03333333333333333
58,0.1
59,0.1
60,0.1
61,0.1
62,0.1
63,0.03333333333333333
64,0.2
65,0.1
66,0.03333333333333333
67,0.06666666666666667
68,0.13333333333333333
69,0.06666666666666667
70,0.16666666666666666
71,0.1
72,0.1
73,0.03333333333333333
74,0.06666666666666667
75,0.1
76,0.13333333333333333
77,0.03333333333333333
78,0.13333333333333333
79,0.03333333333333333
80,0.1
81,0.13333333333333333
82,0.06666666666666667
83,0.1
84,0.06666666666666667
85,0.03333333333333333
86,0.1
87,0.03333333333333333
88,0.1
89,0.2
90,0.03333333333333333
91,0.13333333333333333
92,0.06666666666666667
93,0.06666666666666667
94,0.06666666666666667
95,0.2
96,0.1
97,0.1
98,0.06666666666666667
99,0.03333333333333333
100,0.03333333333333333
101,0.06666666666666667
102,0.13333333333333333
103,0.1
104,0.06666666666666667
105,0.1
106,0.0
107,0.06666666666666667
108,0.0
109,0.13333333333333333
110,0.2
111,0.06666666666666667
112,0.03333333333333333
113,0.1
114,0.16666666666666666
115,0.1
116,0.03333333333333333
117,0.16666666666666666
118,0.03333333333333333
119,0.1
120,0.1
121,0.1
122,0.06666666666666667
123,0.06666666666666667
124,0.1
125,0.06666666666666667
126,0.1
127,0.06666666666666667
128,0.06666666666666667
129,0.0
130,0.1
131,0.16666666666666666
132,0.1
133,0.26666666666666666
134,0.2
135,0.03333333333333333
136,0.03333333333333333
137,0.1
138,0.06666666666666667
139,0.06666666666666667
140,0.13333333333333333
141,0.1
142,0.1
143,0.03333333333333333
144,0.1
145,0.06666666666666667
146,0.06666666666666667
147,0.03333333333333333
148,0.1
149,0.03333333333333333
150,0.03333333333333333
151,0.03333333333333333
152,0.06666666666666667
153,0.03333333333333333
154,0.13333333333333333
155,0.2
156,0.13333333333333333
157,0.1
158,0.13333333333333333
159,0.13333333333333333
160,0.06666666666666667
161,0.13333333333333333
162,0.13333333333333333
163,0.03333333333333333
164,0.0
165,0.26666666666666666
166,0.13333333333333333
167,0.16666666666666666
168,0.06666666666666667
169,0.13333333333333333
170,0.06666666666666667
171,0.13333333333333333
172,0.16666666666666666
173,0.06666666666666667
174,0.16666666666666666
175,0.1
176,0.03333333333333333
177,0.03333333333333333
178,0.03333333333333333
179,0.06666666666666667
180,0.13333333333333333
181,0.16666666666666666
182,0.03333333333333333
183,0.13333333333333333
184,0.16666666666666666
185,0.03333333333333333
186,0.06666666666666667
187,0.0
188,0.13333333333333333
189,0.1
190,0.06666666666666667
191,0.1
192,0.0
193,0.06666666666666667
194,0.13333333333333333
195,0.1
196,0.13333333333333333
197,0.06666666666666667
198,0.06666666666666667
199,0.03333333333333333
200,0.03333333333333333
201,0.1
202,0.03333333333333333
203,0.06666666666666667
204,0.06666666666666667
205,0.06666666666666667
206,0.1
207,0.13333333333333333
208,0.03333333333333333
209,0.16666666666666666
210,0.1
211,0.03333333333333333
212,0.1
213,0.0
214,0.03333333333333333
215,0.06666666666666667
216,0.13333333333333333
217,0.06666666666666667
218,0.03333333333333333
219,0.13333333333333333
220,0.03333333333333333
221,0.06666666666666667
222,0.13333333333333333
223,0.1
224,0.16666666666666666
225,0.06666666666666667
226,0.1
227,0.2
228,0.13333333333333333
229,0.13333333333333333
230,0.0
231,0.1
232,0.0
233,0.2
234,0.13333333333333333
235,0.1
236,0.06666666666666667
237,0.0
238,0.06666666666666667
239,0.03333333333333333
240,0.1
241,0.03333333333333333
242,0.06666666666666667
243,0.03333333333333333
244,0.03333333333333333
245,0.0
246,0.16666666666666666
247,0.13333333333333333
248,0.06666666666666667
249,0.1
250,0.06666666666666667
251,0.13333333333333333
252,0.06666666666666667
253,0.13333333333333333
254,0.13333333333333333
255,0.1
256,0.13333333333333333
257,0.06666666666666667
258,0.03333333333333333
259,0.06666666666666667
260,0.16666666666666666
261,0.03333333333333333
262,0.1
263,0.2
264,0.13333333333333333
265,0.03333333333333333
266,0.06666666666666667
267,0.1
268,0.0
269,0.06666666666666667
270,0.03333333333333333
271,0.06666666666666667
272,0.1
273,0.0
274,0.06666666666666667
275,0.06666666666666667
276,0.03333333333333333
277,0.13333333333333333
278,0.03333333333333333
279,0.1
280,0.16666666666666666
281,0.2
282,0.06666666666666667
283,0.16666666666666666
284,0.13333333333333333
285,0.1
286,0.1
287,0.13333333333333333
288,0.1
289,0.0
290,0.1
291,0.16666666666666666
292,0.1
293,0.13333333333333333
294,0.13333333333333333
295,0.03333333333333333
296,0.1
297,0.16666666666666666
298,0.1
299,0.1
300,0.1
301,0.13333333333333333
302,0.06666666666666667
303,0.06666666666666667
304,0.0
305,0.1
306,0.06666666666666667
307,0.13333333333333333
308,0.16666666666666666
309,0.13333333333333333
310,0.1
311,0.06666666666666667
312,0.06666666666666667
313,0.06666666666666667
314,0.06666666666666667
315,0.1
316,0.2
317,0.1
318,0.1
319,0.0
320,0.03333333333333333
321,0.03333333333333333
322,0.06666666666666667
323,0.1
324,0.13333333333333333
325,0.03333333333333333
326,0.2
327,0.1
328,0.1
329,0.13333333333333333
330,0.1
331,0.1
332,0.1
333,0.03333333333333333
334,0.03333333333333333
335,0.1
336,0.2
337,0.03333333333333333
338,0.1
339,0.06666666666666667
340,0.06666666666666667
341,0.03333333333333333
342,0.13333333333333333
343,0.03333333333333333
344,0.1
345,0.1
346,0.1
347,0.1
348,0.06666666666666667
349,0.13333333333333333
350,0.0
351,0.03333333333333333
352,0.16666666666666666
353,0.13333333333333333
354,0.06666666666666667
355,0.1
356,0.06666666666666667
357,0.1
358,0.1
359,0.1
360,0.06666666666666667
361,0.03333333333333333
362,0.16666666666666666
363,0.1
364,0.03333333333333333
365,0.13333333333333333
366,0.13333333333333333
367,0.13333333333333333
368,0.1
369,0.16666666666666666
370,0.1
371,0.13333333333333333
372,0.1
373,0.1
374,0.13333333333333333
375,0.13333333333333333
376,0.13333333333333333
377,0.06666666666666667
378,0.06666666666666667
379,0.03333333333333333
380,0.03333333333333333
381,0.1
382,0.1
383,0.03333333333333333
384,0.03333333333333333
385,0.1
386,0.13333333333333333
387,0.06666666666666667
388,0.06666666666666667
389,0.16666666666666666
390,0.03333333333333333
391,0.03333333333333333
392,0.16666666666666666
393,0.0
394,0.0
395,0.1
396,0.1
397,0.06666666666666667
398,0.06666666666666667
399,0.1
400,0.1
401,0.13333333333333333
402,0.1
403,0.1
404,0.13333333333333333
405,0.06666666666666667
406,0.2
407,0.1
408,0.2
409,0.03333333333333333
410,0.0
411,0.13333333333333333
412,0.06666666666666667
413,0.16666666666666666
414,0.13333333333333333
415,0.13333333333333333
416,0.06666666666666667
417,0.06666666666666667
418,0.03333333333333333
419,0.03333333333333333
420,0.06666666666666667
421,0.1
422,0.1
423,0.03333333333333333
424,0.13333333333333333
425,0.1
426,0.06666666666666667
427,0.1
428,0.0
429,0.13333333333333333
430,0.16666666666666666
431,0.06666666666666667
432,0.13333333333333333
433,0.1
434,0.06666666666666667
435,0.06666666666666667
436,0.1
437,0.06666666666666667
438,0.13333333333333333
439,0.03333333333333333
440,0.03333333333333333
441,0.03333333333333333
442,0.03333333333333333
443,0.06666666666666667
444,0.06666666666666667
445,0.13333333333333333
446,0.06666666666666667
447,0.16666666666666666
448,0.0
449,0.06666666666666667
450,0.2
451,0.1
452,0.13333333333333333
453,0.13333333333333333
454,0.03333333333333333
455,0.03333333333333333
456,0.13333333333333333
457,0.13333333333333333
458,0.1
459,0.2
460,0.1
461,0.13333333333333333
462,0.16666666666666666
463,0.13333333333333333
464,0.06666666666666667
465,0.1
466,0.1
467,0.26666666666666666
468,0.1
469,0.2
470,0.1
471,0.1
472,0.03333333333333333
473,0.16666666666666666
474,0.1
475,0.03333333333333333
476,0.1
477,0.16666666666666666
478,0.1
479,0.1
480,0.03333333333333333
481,0.06666666666666667
482,0.03333333333333333
483,0.06666666666666667
484,0.13333333333333333
485,0.03333333333333333
486,0.1
487,0.1
488,0.13333333333333333
489,0.1
490,0.1
491,0.13333333333333333
492,0.1
493,0.16666666666666666
494,0.23333333333333334
495,0.13333333333333333
496,0.13333333333333333
497,0.1
498,0.03333333333333333
499,0.13333333333333333
500,0.0
