covariate_index,amd_before
Xc1,0.2656288630536825
Xc2,0.029803791466991764
Xc3,0.1508673298347167
Xc4,0.3524219045861844
Xc5,0.3188956543403929
Xc6,0.20741489365998628
Xc7,0.2946680209201034
Xc8,0.11027660081867006
Xc9,0.14295016951825418
Xc10,0.27776305023348813
Xp1,0.1539194290742382
Xp2,0.0014987267395362171
Xp3,0.045496522563699675
Xp4,0.04871823685689805
Xp5,0.2608105239881353
Xp6,0.10208342126362549
Xp7,0.15282815373870456
Xp8,0.08696945590114685
Xp9,0.10229680737834923
Xp10,0.30134592286361445
Xi1,0.42090064254732634
Xi2,0.44574541099340287
Xi3,0.6353316941842957
Xi4,0.38654447706500317
Xi5,0.242315097575629
Xi6,0.3141093722921999
Xi7,0.34588224277909135
Xi8,0.5828898735424874
Xi9,0.36797851237006396
Xi10,0.35587023108952864
Xs1,0.1634878706950405
Xs2,0.034854436800951634
Xs3,0.0900170054996272
Xs4,0.06123335985213781
Xs5,0.017569031381712612
Xs6,0.05218016799117185
Xs7,0.1037835834905132
Xs8,0.2861735037598922
Xs9,0.08802059938421873
Xs10,0.12880543319221263
Xs11,0.03050453221809716
Xs12,0.12456662922863006
Xs13,0.0439696405325191
Xs14,0.007382514884412219
Xs15,0.04835923565803124
Xs16,0.017846801666810103
Xs17,0.13166263647954357
Xs18,0.04178766766464232
Xs19,0.0338474029303943
Xs20,0.119080786797822
Xs21,0.40101585567544684
Xs22,0.09514387203100458
Xs23,0.20070651970804482
Xs24,0.2520201871112382
Xs25,0.02150638822182629
Xs26,0.02580166613794522
Xs27,0.10004705961693366
Xs28,0.20889428847197608
Xs29,0.1092172552101418
Xs30,0.008315317664370546
Xs31,0.04216998112128831
Xs32,0.18837346018365012
Xs33,0.1115559720621106
Xs34,0.0292398182049641
Xs35,0.0648091789366422
Xs36,0.12136589817790927
Xs37,0.0012079679226999524
Xs38,0.018341868390153365
Xs39,0.022818131307744786
Xs40,0.10667684216533826
Xs41,0.04741721251103942
Xs42,0.10231315453948264
Xs43,0.14457003135158694
Xs44,0.04114613725722093
Xs45,0.20068382282001224
Xs46,0.11095978691538647
Xs47,0.21710895446489276
Xs48,0.0206230970857753
Xs49,0.14891112893186748
Xs50,0.1294384793077259
Xs51,0.13493313909370774
Xs52,0.16461451185468662
Xs53,0.21086962272964063
Xs54,0.046478368798785905
Xs55,0.05749922647958696
Xs56,0.004418127283903277
Xs57,0.14097606788475756
Xs58,0.006485594525669717
Xs59,0.009214557544451583
Xs60,0.005076951655530723
Xs61,0.04486000144250657
Xs62,0.1753124165082618
Xs63,0.23466097846793282
Xs64,0.0008436318648073382
Xs65,0.07828722406537923
Xs66,0.04973760937859606
Xs67,0.22085351738555165
Xs68,0.061060104763000625
Xs69,0.008769332548989872
Xs70,0.04911580333316465
Xs71,0.04108178917991211
Xs72,0.05987989872933934
Xs73,0.2036002926874383
Xs74,0.07171369843328937
Xs75,0.27359399092929615
Xs76,0.026808192178682133
Xs77,0.08192096649668892
Xs78,0.09668266933242364
Xs79,0.030664333073402945
Xs80,0.39264599932741284
Xs81,0.19694081979886274
Xs82,0.09336028032232838
Xs83,0.12110924117888681
Xs84,0.06015183104141825
Xs85,0.08382809687103515
Xs86,0.06171231557704539
Xs87,0.13598662840078585
Xs88,0.027240375429264718
Xs89,0.05450827623623287
Xs90,0.3329084561395814
Xs91,0.19821724092404602
Xs92,0.004910186114931318
Xs93,0.15191177273963574
Xs94,0.04073912513404047
Xs95,0.11963798800293461
Xs96,0.05636090797519787
Xs97,0.17261972585297752
Xs98,0.06175691374450966
Xs99,0.17126023561453574
Xs100,0.18418144190053568
Xs101,0.048129645090957296
Xs102,0.10204330425433089
Xs103,0.06717683725008725
Xs104,0.21186160924354921
Xs105,0.06236502420336343
Xs106,0.04891971162292347
Xs107,0.20065874219359298
Xs108,0.16886493931511243
Xs109,0.22983315786863484
Xs110,0.09704491465743678
Xs111,0.059939223480716286
Xs112,0.06154069153828487
Xs113,0.15990884478345174
Xs114,0.20679610243182112
Xs115,0.058832771600337036
Xs116,0.08392431725251834
Xs117,0.009493159023205692
Xs118,0.12695166042396056
Xs119,0.19644094005784815
Xs120,0.045214275657213754
Xs121,0.042915871644520084
Xs122,0.1735461956230892
Xs123,0.012420672174371237
Xs124,0.09891494337853286
Xs125,0.10076321490274608
Xs126,0.04018932849998734
Xs127,0.1647147888337409
Xs128,0.026014296183902573
Xs129,0.06545028739770258
Xs130,0.052994148823044374
Xs131,0.09056975883637192
Xs132,0.02934556848988945
Xs133,0.049416614337699546
Xs134,0.029287558683376097
Xs135,0.027617905372177433
Xs136,0.23287340983677546
Xs137,0.06698934058931814
Xs138,0.07221453862515326
Xs139,0.05182035077535077
Xs140,0.07079136772844953
Xs141,0.07609745904673179
Xs142,0.025146227541068517
Xs143,0.1273096663057528
Xs144,0.006662648692459161
Xs145,0.16760514515283373
Xs146,0.07578185232145179
Xs147,0.11254737557377653
Xs148,0.09616318019375528
Xs149,0.019988884929670853
Xs150,0.17398818715365905
Xs151,0.08277723956983202
Xs152,0.11544951511209625
Xs153,0.27965799187364804
Xs154,0.011083047948682968
Xs155,0.10619386514867063
Xs156,0.04989313890353399
Xs157,0.04232640464954905
Xs158,0.04496066394742666
Xs159,0.11704933526000277
Xs160,0.06359487388552268
Xs161,0.10361970761729522
Xs162,0.22581393028810648
Xs163,0.01674245928118999
Xs164,0.11504818932680733
Xs165,0.10811096812462065
Xs166,0.023862443029602103
Xs167,0.21294693254250685
Xs168,0.02409386918587322
Xs169,0.15804510771076094
Xs170,0.166427846831602
Xs171,0.016617982091440803
Xs172,0.019916774928035112
Xs173,0.07867089728906515
Xs174,0.1065326100931156
Xs175,0.2994565977685514
Xs176,0.31601851650607643
Xs177,0.001673740292043209
Xs178,0.06676028071129243
Xs179,0.09396240775572791
Xs180,0.09592337746808328
Xs181,0.04876592970131008
Xs182,0.1982344367510629
Xs183,0.05483095422097027
Xs184,0.04236189098991443
Xs185,0.21627408111845764
Xs186,0.07610743692770257
Xs187,0.3327466366042773
Xs188,0.22641054335714586
Xs189,0.06952532764918118
Xs190,0.1772300566513552
Xs191,0.15522015290223892
Xs192,0.023812693771134975
Xs193,0.01646793701516331
Xs194,0.033698064009422046
Xs195,0.01880693071298941
Xs196,0.04534375260822099
Xs197,0.007652023614478208
Xs198,0.0037382919875958457
Xs199,0.014607509593736221
Xs200,0.012483878180847681
Xs201,0.16506200974265484
Xs202,0.24397399518997476
Xs203,0.1198268004867673
Xs204,0.06708120867456599
Xs205,0.049829363291777784
Xs206,0.44425779578483227
Xs207,0.06950403700855128
Xs208,0.12332502852700976
Xs209,0.10341987332848529
Xs210,0.31009820594389403
Xs211,0.0050505021557519314
Xs212,0.03631187774205208
Xs213,0.09004555050225582
Xs214,0.1509212544555354
Xs215,0.10130708489506769
Xs216,0.08939239163808085
Xs217,0.37485253097576654
Xs218,0.0906341431498427
Xs219,0.07072601589129257
Xs220,0.11953481188026058
Xs221,0.02581150988857657
Xs222,0.05109436735113674
Xs223,0.0638646684360678
Xs224,0.020710449646566056
Xs225,0.0554066558725034
Xs226,0.0026578611266185213
Xs227,0.0746699317739395
Xs228,0.06083066455790834
Xs229,0.08983039743878606
Xs230,0.23914706216078435
Xs231,0.09399582120748684
Xs232,0.19009162871153534
Xs233,0.026782968897296644
Xs234,0.08407564088390869
Xs235,0.10212950208258512
Xs236,0.07365813339133653
Xs237,0.025967834307230448
Xs238,0.11372046091874065
Xs239,0.10324360329515558
Xs240,0.0591005325248329
Xs241,0.15959969089428896
Xs242,0.0009035366755977537
Xs243,0.28488370935512103
Xs244,0.19132797621693384
Xs245,0.14372982498840897
Xs246,0.1164691143506921
Xs247,0.48384100543680697
Xs248,0.10297893447735118
Xs249,0.06862653326715942
Xs250,0.07556104989460039
Xs251,0.28098198519659007
Xs252,0.015431537158438388
Xs253,0.08060372361375301
Xs254,0.033675316593831814
Xs255,0.07481334517079412
Xs256,0.3392429292098996
Xs257,0.11245890562072772
Xs258,0.1202758512875393
Xs259,0.2623215106635738
Xs260,0.1502462050491223
Xs261,0.01973102890501291
Xs262,0.11088795735997445
Xs263,0.012314520375118623
Xs264,0.17603661819978497
Xs265,0.23603679882852174
Xs266,0.14720330228118503
Xs267,0.018335040175069366
Xs268,0.12953080704826134
Xs269,0.03089134673745712
Xs270,0.05788936245384341
Xs271,0.034012514953639515
Xs272,0.004498816696629706
Xs273,0.015444104404661459
Xs274,0.22832675814213288
Xs275,0.1489030130908512
Xs276,0.004266418382435046
Xs277,0.08214422956706142
Xs278,0.022297922523440858
Xs279,0.09055195131131503
Xs280,0.05338649419152881
Xs281,0.2029531509112123
Xs282,0.05949097925796806
Xs283,0.20524330283720743
Xs284,0.07019340692221418
Xs285,0.1709139956958946
Xs286,0.16101770136200041
Xs287,0.009441539025946619
Xs288,0.03249671235508754
Xs289,0.10384324148400925
Xs290,0.06100105687540526
Xs291,0.2260928235554432
Xs292,0.09890824024937131
Xs293,0.24555463710303693
Xs294,0.20368787713515332
Xs295,0.06764081873459879
Xs296,0.03659584531740273
Xs297,0.036122379447134
Xs298,0.0063289736950436215
Xs299,0.03802394270458271
Xs300,0.14647025908674505
Xs301,0.41439786368485115
Xs302,0.17647049409014642
Xs303,0.11731613036311134
Xs304,0.07725448975476162
Xs305,0.053088520708466105
Xs306,0.061292643776219576
Xs307,0.028001422843189662
Xs308,0.19013601090457408
Xs309,0.02283446061547479
Xs310,0.017893485016490202
Xs311,0.05658179291133468
Xs312,0.12477238963581622
Xs313,0.0004058284682958293
Xs314,0.2579988734374875
Xs315,0.03813880004260667
Xs316,0.16683931605360505
Xs317,0.1439012500904569
Xs318,0.24438308510095097
Xs319,0.06959519337522571
Xs320,0.1104987805839651
Xs321,0.142913412141082
Xs322,0.2224243931866291
Xs323,0.12427296237496224
Xs324,0.07830810615557329
Xs325,0.0012427505315841317
Xs326,0.24171454759982913
Xs327,0.1491599200682419
Xs328,0.3440577375639411
Xs329,0.028616595168635118
Xs330,0.08490697699666983
Xs331,0.13861510947421105
Xs332,0.004872715217729303
Xs333,0.12308985123810881
Xs334,0.03160864130489675
Xs335,0.021467609625543796
Xs336,0.20692780404797356
Xs337,0.034403066654110234
Xs338,0.09524508684197053
Xs339,0.18575829724265147
Xs340,0.09083647575237455
Xs341,0.027257723168013732
Xs342,0.056898505047426495
Xs343,0.2582970315973664
Xs344,0.29793042331916814
Xs345,0.027866119201727567
Xs346,0.15906343567006365
Xs347,0.10232630189624112
Xs348,0.0651685881628499
Xs349,0.09984651000508912
Xs350,0.037139112421317025
Xs351,0.07330382501776021
Xs352,0.09175803593778808
Xs353,0.20676974989981875
Xs354,0.22449805591639568
Xs355,0.12992836767331056
Xs356,0.06401533137434141
Xs357,0.021939835480083807
Xs358,0.06614760153757239
Xs359,0.08421354354269556
Xs360,0.06227426339414352
Xs361,0.01603546735847676
Xs362,0.27716475406062646
Xs363,0.060297142999578536
Xs364,0.01679297162896523
Xs365,0.1217225790108343
Xs366,0.10090829664374357
Xs367,0.17134056568928233
Xs368,0.14490489517050553
Xs369,0.3247151277831533
Xs370,0.039806840088628156
Xs371,0.08252309900364226
Xs372,0.2074102795878196
Xs373,0.0006148510975961502
Xs374,0.09786769970213502
Xs375,0.037529444271079224
Xs376,0.10032774741529517
Xs377,0.17472487894305772
Xs378,0.22324408923769157
Xs379,0.15083803774468652
Xs380,0.05172140923167977
Xs381,0.09966046322604796
Xs382,0.13167905944114833
Xs383,0.20956189321584132
Xs384,0.01839785242075618
Xs385,0.016543235900978136
Xs386,0.14384069208772782
Xs387,0.18131562097394388
Xs388,0.10352418432941175
Xs389,0.015537128656573918
Xs390,0.1180419763957834
Xs391,0.020344085823421433
Xs392,0.045618605510253235
Xs393,0.005810747956761628
Xs394,0.2986490062521252
Xs395,0.13804717708394154
Xs396,0.09311708474432775
Xs397,0.03624089566451956
Xs398,0.08281878772898886
Xs399,0.2324800504530543
Xs400,0.13844293811069008
Xs401,0.006097385601846356
Xs402,0.04811128771247048
Xs403,0.10375397203114568
Xs404,0.12749443127789578
Xs405,0.22890469687325815
Xs406,0.018301496782815663
Xs407,0.08892573886607867
Xs408,0.05681725152009631
Xs409,0.05532958210191197
Xs410,0.0399778594522467
Xs411,0.07192595604119695
Xs412,0.014094103813675029
Xs413,0.21888801876016356
Xs414,0.13374586870350458
Xs415,0.30077753212527636
Xs416,0.07179756424110184
Xs417,0.13001270776350432
Xs418,0.05013510573847794
Xs419,0.17788546988541568
Xs420,0.04765627494802638
Xs421,0.0079440696628575
Xs422,0.06321306509928741
Xs423,0.0935965897040302
Xs424,0.1706055241092722
Xs425,0.09504231278824515
Xs426,0.11537388445754948
Xs427,0.1550416022468934
Xs428,0.030089678724810512
Xs429,0.04888034825331744
Xs430,0.1408033182052209
Xs431,0.06111734504968327
Xs432,0.12730791700989086
Xs433,0.23146812574457196
Xs434,0.05549102312203923
Xs435,0.18915302344165547
Xs436,0.012049557721304352
Xs437,0.12858408915417216
Xs438,0.009442175822109317
Xs439,0.08824644042250207
Xs440,0.1018928383838534
Xs441,0.13427582368923624
Xs442,0.1385523282004936
Xs443,0.1781369197457463
Xs444,0.0028473248270374438
Xs445,0.027057706245725413
Xs446,0.0008201843126358621
Xs447,0.0779568421392691
