covariate_index,amd_before
Xc1,0.013180085119468238
Xc2,0.5169129924253746
Xc3,0.27559019912879795
Xc4,0.3963060064633298
Xc5,0.24995544890462848
Xc6,0.48263117663605815
Xc7,0.16264864584829547
Xc8,0.15124727463721127
Xc9,0.43739917873168555
Xc10,0.3689907083745958
Xp1,0.04771539595018394
Xp2,0.05642852313770204
Xp3,0.023008791023686272
Xp4,0.01637585876844875
Xp5,0.20771711437596427
Xp6,0.09445655508773393
Xp7,0.06512687658869482
Xp8,0.1808352899203063
Xp9,0.001625635956546276
Xp10,0.05437347520144045
Xi1,0.3733361695360179
Xi2,0.48714764718911296
Xi3,0.4678075134774061
Xi4,0.4292444760807299
Xi5,0.291047635153605
Xi6,0.3590649336380084
Xi7,0.36545639917600903
Xi8,0.6282546970251736
Xi9,0.27941061565736136
Xi10,0.2898186348480549
Xs1,0.09304446730853705
Xs2,0.12862459570057164
Xs3,0.10692662267873937
Xs4,0.129606521574408
Xs5,0.0800622089526746
Xs6,0.20198192517469626
Xs7,0.11825115029258929
Xs8,0.08302779388972469
Xs9,0.06572128201655392
Xs10,0.028479043344635663
Xs11,0.198075174838434
Xs12,0.27591509242833334
Xs13,0.01789125277249773
Xs14,0.06886990117772643
Xs15,0.15393159437567044
Xs16,0.007171307254375834
Xs17,0.023634979200027592
Xs18,0.11196959620462038
Xs19,0.04423556281900584
Xs20,0.049202973311457836
Xs21,0.2151162334643652
Xs22,0.12119410164117304
Xs23,0.0836663964740463
Xs24,0.09063837150492812
Xs25,0.013510756751319943
Xs26,0.004982975986401142
Xs27,0.2991621915940099
Xs28,0.17298701120950954
Xs29,0.18623506783464583
Xs30,0.15660845148869648
Xs31,0.07686196193346768
Xs32,0.20585230918137631
Xs33,0.007168635388204357
Xs34,0.24112322931730812
Xs35,0.02536164281863961
Xs36,0.09237447907443148
Xs37,0.05269498748546185
Xs38,0.1486581746156026
Xs39,0.028711552404267038
Xs40,0.03526083822754445
Xs41,0.17211019290529234
Xs42,0.3773190303068316
Xs43,0.07230344594433345
Xs44,0.1625151823696087
Xs45,0.013872686799171464
Xs46,0.3187001096558762
Xs47,0.01119306749856809
Xs48,0.23880832348150283
Xs49,0.012837457448918076
Xs50,0.2747844096486861
Xs51,0.044021663297464445
Xs52,0.16729518750786238
Xs53,0.0007726912060782617
Xs54,0.09494813343961458
