covariate_index,amd_after
Xc1,0.3548904298598974
Xc2,0.20073458898811414
Xc3,0.33831402548532946
Xc4,0.28369017228378757
Xc5,0.2789465224868527
Xc6,0.13410864376733464
Xc7,0.35519982152711704
Xc8,0.006939792269021259
Xc9,0.17292036465222826
Xc10,0.31094945206276403
Xp1,0.05735615319004265
Xp2,0.19306318579935675
Xp3,0.07672168632961537
Xp4,0.11310064431093145
Xp5,2.8455444025151565e-05
Xp6,0.09753190822210343
Xp7,0.008564988491677045
Xp8,0.09163260562851988
Xp9,0.02717059397221762
Xp10,0.04984198700709748
Xi1,0.3150087120379724
Xi2,0.4258535540025671
Xi3,0.354597461932267
Xi4,0.514331834313315
Xi5,0.5021800715151932
Xi6,0.3525290859290099
Xi7,0.554144903947908
Xi8,0.35988546554143064
Xi9,0.5704800572420813
Xi10,0.5153074210602613
Xs1,0.12303800772012495
Xs2,0.17571438898203817
Xs3,0.13097174070233256
Xs4,0.020215326203138213
Xs5,0.22247100054936791
Xs6,0.06579199908670692
Xs7,0.004666386697661885
Xs8,0.07653989160344746
Xs9,0.12814271638409175
Xs10,0.02441390574730473
Xs11,0.17219432503392984
Xs12,0.046204207356676845
Xs13,0.11096985559088701
Xs14,0.11237420696504395
Xs15,0.11527084738740034
Xs16,0.05491794385030545
Xs17,0.048998533978040326
Xs18,0.16104861399263865
Xs19,0.17120091350150007
Xs20,0.19937724733777223
Xs21,0.024812608037631974
Xs22,0.011196359867109418
Xs23,0.24612519167845895
Xs24,0.19751538987972297
Xs25,0.01198679502059419
Xs26,0.0712197125847922
Xs27,0.01190838775751158
Xs28,0.00793807362495617
Xs29,0.13949173933503628
Xs30,0.2174336230352421
Xs31,0.10716292411986254
Xs32,0.24178316800613353
Xs33,0.149007539534522
Xs34,0.013083286678440739
Xs35,0.0485461856013161
Xs36,0.10130658375518867
Xs37,0.06110533973710089
Xs38,0.06735191638886528
Xs39,0.14368185913020393
Xs40,0.054947083484367255
Xs41,0.008701711827723991
Xs42,0.16280817077166726
Xs43,0.05962072378983069
Xs44,0.007612113385010858
Xs45,0.191058384344497
Xs46,0.27678002674679597
Xs47,0.12553048956545063
Xs48,0.10717753437122332
Xs49,0.060468171264303566
Xs50,0.046481169861234725
Xs51,0.0776639723793933
Xs52,0.1936207958133812
Xs53,0.041187488149979204
Xs54,0.1429677258442717
Xs55,0.02437560450270608
Xs56,0.08363279402415
Xs57,0.11758324209063381
Xs58,0.07163017743795236
Xs59,0.08229668922997944
Xs60,0.0888076210473732
Xs61,0.034491108166097476
Xs62,0.18911733444462947
Xs63,0.22706972446313628
Xs64,0.2072898539474371
Xs65,0.17678811685850693
Xs66,0.11533747184559537
Xs67,0.14747895876483055
Xs68,0.19484003176082715
Xs69,0.16891064389670113
Xs70,0.1265135972524643
Xs71,0.018494860015831196
Xs72,0.004244370131629357
Xs73,0.13520415755965182
Xs74,0.02102749131339538
Xs75,0.045468201139278255
Xs76,0.15394406999467125
Xs77,0.07190782546093957
Xs78,0.1271601001057102
Xs79,0.012276421787005137
Xs80,0.14725157255962668
Xs81,0.19638757393372727
Xs82,0.03304619447977411
Xs83,0.08557786769110826
Xs84,0.05618734695944308
Xs85,0.034703055979630124
Xs86,0.05344408119834635
Xs87,0.1272504002560964
Xs88,0.08364403243030813
Xs89,0.1164231505835671
Xs90,0.24968932455581708
Xs91,0.10211412556860502
Xs92,0.1772717629951204
Xs93,0.037287816638270105
Xs94,0.1686810295930023
Xs95,0.12104906913928687
Xs96,0.08059166419970643
Xs97,4.5206877479026594e-05
Xs98,0.19565012687500052
Xs99,0.13722067977879704
Xs100,0.18267713577615274
Xs101,0.2632817911307514
Xs102,0.03431077289751955
Xs103,0.11992002993296857
Xs104,0.08327896863983408
Xs105,0.10568907890303876
Xs106,0.03262128151270398
Xs107,0.10319630604481353
Xs108,0.13174358724811502
Xs109,0.010382268987934021
Xs110,0.09312287675910165
Xs111,0.03727376794895905
Xs112,0.2116391554459056
Xs113,0.1632906091812623
Xs114,0.1612035468020585
Xs115,0.1561539865136003
Xs116,0.2874849233434942
Xs117,0.028721462354634485
Xs118,0.058607499806368174
Xs119,0.01310878068879284
Xs120,0.07804111889108745
Xs121,0.13164385676675727
Xs122,0.1920858381840371
Xs123,0.15191826244291065
Xs124,0.4768689813179954
Xs125,0.10709750070963955
Xs126,0.029284099923609523
Xs127,0.016807846011765326
Xs128,0.17677881124411338
Xs129,0.04010785508486531
Xs130,0.023201516347845764
Xs131,0.031690411599803125
Xs132,0.21665877738786682
Xs133,0.03394551464894521
Xs134,0.08976783197024565
Xs135,0.05887470416326291
Xs136,0.061449892909102515
Xs137,0.09507431475227396
Xs138,0.06745530955955933
Xs139,0.13696948858612862
Xs140,0.051034230945514514
Xs141,0.03013360197613192
Xs142,0.18600075710044373
Xs143,0.184922111389827
Xs144,0.059926278568029304
Xs145,0.06275891262582932
Xs146,0.11075837356369309
Xs147,0.17319171384946086
Xs148,0.03540213324229291
Xs149,0.20132167872482065
Xs150,0.09815446894708296
Xs151,0.12729877597758554
Xs152,0.08807558458855437
Xs153,0.11556822886968894
Xs154,0.0163558497026753
Xs155,0.06243054561289137
Xs156,0.21231204067529869
Xs157,0.1544041186613099
Xs158,0.06520910739873079
Xs159,0.002473788271359748
Xs160,0.02705694988168521
Xs161,0.11460577558906276
Xs162,0.1728217964690077
Xs163,0.06032404822225705
Xs164,0.22857029459538977
Xs165,0.2949111625129564
Xs166,0.13456507586557243
Xs167,0.20732471013230175
Xs168,0.13262025799145183
