covariate_index,wamd_after
Xc1,0.12404114302405947
Xc2,0.12298618252516272
Xp1,0.06360990557036897
Xp2,0.021165551861127962
Xi1,0.11428901685211137
Xi2,0.022422491070733862
Xs1,0.03216037644365911
Xs2,0.0035731328714723406
Xs3,0.0087506424253918
Xs4,0.013380533510439952
Xs5,0.0013533511361892936
Xs6,0.013736013430676177
Xs7,0.002511187715515678
Xs8,0.0007470141346951012
Xs9,0.0458702351819023
Xs10,0.040800631065492796
Xs11,0.004681864785514757
Xs12,0.0020356419231502194
Xs13,0.002417171253624555
Xs14,0.0021630364896386444
Xs15,0.027123328571274502
Xs16,0.0021368742022740703
Xs17,0.003979659773334146
Xs18,0.027457878689909076
Xs19,0.04557912811409682
Xs20,0.0044645233643943755
Xs21,0.02396040375080299
Xs22,0.0020112032149310604
Xs23,0.020711479209109755
Xs24,0.0017024642174592363
Xs25,0.013342834067940597
Xs26,0.001380492931832978
Xs27,0.03141492415629059
Xs28,0.002483805674477786
Xs29,0.002230611746085682
Xs30,0.012749600595577087
Xs31,0.0022517478158156235
Xs32,0.0011446587051500855
Xs33,0.001828221219395588
Xs34,0.0005256438846916186
Xs35,0.02885132678843403
Xs36,0.03244123899966632
Xs37,0.0037762451169840038
Xs38,0.008277814463806231
Xs39,0.014648828256337697
Xs40,3.1205294392341834e-05
Xs41,0.00858814534700142
Xs42,0.0010882736845488972
Xs43,0.0046118912906535124
Xs44,0.0085940968476976
Xs45,0.00021936578564155153
Xs46,0.008480944984961894
Xs47,0.013588245963562342
Xs48,0.002157410731725713
Xs49,0.01699530329888123
Xs50,0.005096889417729393
Xs51,0.005163260473851733
Xs52,0.00620536447168143
Xs53,0.011132559648523083
Xs54,0.0011040476810408764
Xs55,0.000544086534342436
Xs56,0.002051226686695344
Xs57,0.0037677198691774467
Xs58,0.02880592165526127
Xs59,0.015105344991978407
Xs60,0.04396019387568132
Xs61,0.000940160174965567
Xs62,0.018848804895157563
Xs63,0.0031228924575533844
Xs64,0.010308501512110414
Xs65,4.029741682816966e-05
Xs66,0.0003687461971298836
Xs67,0.011535061854845331
Xs68,0.020455207857316863
Xs69,0.005166716058025857
Xs70,0.0057862414270381845
Xs71,0.0004377284714868392
Xs72,0.01218202867157887
Xs73,0.015487363937476946
Xs74,0.0010005952707322265
Xs75,0.0028085787637129934
Xs76,0.0014869705461614227
Xs77,0.021572058933570695
Xs78,0.018150421836342644
Xs79,0.0007214722356123535
Xs80,0.023504518492181877
Xs81,0.0012641370688062442
Xs82,0.024613886434970717
Xs83,0.005739925911460217
Xs84,0.00011792498180214364
Xs85,0.00026870445621807816
Xs86,0.014620383303879193
Xs87,0.001928675506714022
Xs88,0.0016916124693838075
Xs89,0.0018570571809980512
Xs90,0.00020016735581401566
Xs91,0.005098733708882524
Xs92,0.0009188593707852365
Xs93,0.0005457982444927097
Xs94,0.009702263523178654
