covariate_index,wamd_before
Xc1,0.2729186381822754
Xc2,0.34442161002467025
Xp1,0.028849037678302217
Xp2,0.00411043312031744
Xi1,0.08182558664910176
Xi2,0.16408498543971456
Xs1,0.014771285759598402
Xs2,0.015011310761286907
Xs3,0.007988273858749308
Xs4,0.0011960176293293635
Xs5,0.014197474447486678
Xs6,0.004027913998664031
Xs7,0.0100154227576978
Xs8,8.486646601427923e-05
Xs9,0.0037094669183211785
Xs10,0.007743411160605084
Xs11,0.012218391691482314
Xs12,0.016966969202904296
Xs13,0.007873676369413858
Xs14,0.0068636647167522255
Xs15,0.04659222539345175
Xs16,0.0004284676927946484
Xs17,0.0213857358534473
Xs18,0.019551577068362185
Xs19,0.005212256973606805
Xs20,0.03183315005338155
Xs21,0.0036829420010434173
Xs22,0.002302286080609173
Xs23,0.015794646207097505
Xs24,0.006037891499424308
Xs25,0.012446462949692944
Xs26,0.021836342628838476
Xs27,0.003274838913182733
Xs28,0.001026076812817384
Xs29,0.019906499388935343
Xs30,0.0024219683649999383
Xs31,0.0004456539588522874
Xs32,0.027418324971990277
Xs33,0.00048395134277236663
Xs34,0.0034814802497112286
Xs35,0.0027999628245046248
Xs36,0.010154531832547472
Xs37,0.009186597680332679
Xs38,0.012368402909646213
Xs39,6.729024520449082e-06
Xs40,0.01551886896783464
Xs41,0.0007090354075022642
Xs42,0.00012022288580662795
Xs43,8.747951169868254e-05
Xs44,0.007691078672144577
Xs45,0.00661077906246592
Xs46,0.048359416885643276
Xs47,0.008228896719064672
Xs48,0.0006300580499411595
Xs49,0.009841190118490445
Xs50,0.007087775313327345
Xs51,0.03527882142673742
Xs52,0.0018598656507505813
Xs53,0.009702110359148999
Xs54,0.0014306203736315097
Xs55,0.0013868996889313545
Xs56,0.001460087624142737
Xs57,0.0033172490543632777
Xs58,0.03485005657690714
Xs59,0.00438212999702461
Xs60,0.003544097776516946
Xs61,0.0014641798659989064
Xs62,0.0014131958629632058
Xs63,0.0078092143518974436
Xs64,0.008796324720413943
Xs65,0.0008605048532467336
Xs66,0.013633986746363447
Xs67,0.0017936507952012594
Xs68,0.0035370433885456346
Xs69,0.0006704854292300363
Xs70,0.008508106410303331
Xs71,0.0008421885752918365
Xs72,0.03687140136651849
Xs73,0.007400037720304047
Xs74,0.00010271879768017335
Xs75,0.0014241359314633992
Xs76,0.010454449754226974
Xs77,0.017643606878591393
Xs78,0.024816752168117667
Xs79,0.002166074300512233
Xs80,0.0067025486939882115
Xs81,0.0008249033848048897
Xs82,0.003091108906606977
Xs83,0.012560974058484161
Xs84,0.014940987673196154
Xs85,0.0028202229216503015
Xs86,0.002548334869813934
Xs87,0.001002611178564486
Xs88,0.006906753099148756
Xs89,0.0005880273566846201
Xs90,0.0031224237544457967
Xs91,0.018606689545417988
Xs92,0.0019491671225460934
Xs93,0.03688318060532908
Xs94,0.016923800217189616
