ate,method,rep
-0.04796981901370476,OAL,0
-0.04795279438483703,IPWX,0
-0.19741631089269718,Conf,0
-0.048621036571818696,Targ,0
-0.048406130458962415,PotConf,0
0.3230508443434965,OAL,1
0.32303872262344,IPWX,1
0.0915703905063625,Conf,1
0.3227612025938844,Targ,1
0.323323235357699,PotConf,1
0.005403317638924501,OAL,2
0.005370744598338445,IPWX,2
0.7976625722288344,Conf,2
0.004701319356510421,Targ,2
0.004805512294154254,PotConf,2
0.2373664732356146,OAL,3
0.23737238650088022,IPWX,3
0.12201359576940858,Conf,3
0.23692733039840544,Targ,3
0.23719841569568945,PotConf,3
0.030330778966631586,OAL,4
0.03028673636887978,IPWX,4
-0.13178517060635886,Conf,4
0.029894691768256407,Targ,4
0.030363845356623283,PotConf,4
0.33792509642633073,OAL,5
0.3378665578182811,IPWX,5
-0.01214100664365192,Conf,5
0.3372135681985041,Targ,5
0.33776596034572987,PotConf,5
0.43309094395389647,OAL,6
0.4331160037484555,IPWX,6
-0.06991526712690123,Conf,6
0.4312371525877138,Targ,6
0.4325882392661248,PotConf,6
0.2076883822172917,OAL,7
0.20773804964418977,IPWX,7
0.02735008018548593,Conf,7
0.2087022234100967,Targ,7
0.20788669345887859,PotConf,7
0.22698019560344282,OAL,8
0.22709271336122203,IPWX,8
0.31767989343123737,Conf,8
0.2261029521707057,Targ,8
0.2266194591996979,PotConf,8
0.39798377967265386,OAL,9
0.39792004735741604,IPWX,9
0.5679416105951556,Conf,9
0.39851638579126814,Targ,9
0.39816289424271567,PotConf,9
0.16557703321994213,OAL,10
0.16549903714884714,IPWX,10
-0.06020340419996611,Conf,10
0.16536693422950433,Targ,10
0.16557232722796156,PotConf,10
0.3864712890033437,OAL,11
0.3864104521256115,IPWX,11
0.3174095314966165,Conf,11
0.38512764896369955,Targ,11
0.38588574431170797,PotConf,11
0.022591177356807088,OAL,12
0.022549392946304418,IPWX,12
-0.11186831523390181,Conf,12
0.019374205976991306,Targ,12
0.021625882339808753,PotConf,12
0.31842053691204963,OAL,13
0.3184208819911352,IPWX,13
-0.039647064267768956,Conf,13
0.31675726634802115,Targ,13
0.3185776725263388,PotConf,13
0.392934093951552,OAL,14
0.3929272289471699,IPWX,14
0.3097371121863795,Conf,14
0.39222015747497174,Targ,14
0.39256177840669737,PotConf,14
0.11009964419127008,OAL,15
0.11001422391442531,IPWX,15
-0.12399364204574559,Conf,15
0.10860779272657498,Targ,15
0.10960876016933892,PotConf,15
0.28577860287124424,OAL,16
0.2856685004613413,IPWX,16
0.10781359658957718,Conf,16
0.28386714623128473,Targ,16
0.28560207896542367,PotConf,16
0.07300213019011566,OAL,17
0.07303006106443967,IPWX,17
-0.10798246805931613,Conf,17
0.07207187898458985,Targ,17
0.07330466044702388,PotConf,17
0.060203908533881086,OAL,18
0.0601417286875203,IPWX,18
-0.2610537832020485,Conf,18
0.058978805707292595,Targ,18
0.05996233684565681,PotConf,18
0.31263418267915444,OAL,19
0.31268696139334684,IPWX,19
0.3164535417105072,Conf,19
0.3126058941747324,Targ,19
0.3127689459115922,PotConf,19
0.2167426682777409,OAL,20
0.21684283411181293,IPWX,20
0.0722351120494641,Conf,20
0.21624412380586103,Targ,20
0.21656500603597617,PotConf,20
0.3237749656077386,OAL,21
0.32379234946288266,IPWX,21
0.30120721868857614,Conf,21
0.32258638346894686,Targ,21
0.32345391028099907,PotConf,21
0.2853776038174707,OAL,22
0.28530103397570433,IPWX,22
-0.03080629940880858,Conf,22
0.2852457778025693,Targ,22
0.28549848239783054,PotConf,22
0.31179149380885773,OAL,23
0.31166649119924805,IPWX,23
-0.18229468250484604,Conf,23
0.3115751641222605,Targ,23
0.31154917254978265,PotConf,23
0.3018752042996939,OAL,24
0.3018229477181802,IPWX,24
0.4685533175328276,Conf,24
0.30148767498048046,Targ,24
0.3020638114245803,PotConf,24
0.08010262810691382,OAL,25
0.08005954049022314,IPWX,25
0.2929964703366268,Conf,25
0.07995346008122296,Targ,25
0.08027037513343882,PotConf,25
0.3726221566225227,OAL,26
0.3724973923235097,IPWX,26
1.0580849659489213,Conf,26
0.3708702419047606,Targ,26
0.3726983108681292,PotConf,26
0.5038483233700803,OAL,27
0.5038398411341066,IPWX,27
0.498771556571718,Conf,27
0.503215312629071,Targ,27
0.5037756340016224,PotConf,27
0.12838949159049584,OAL,28
0.128339078320919,IPWX,28
-0.05089494604318838,Conf,28
0.1269213098410769,Targ,28
0.12814676177535586,PotConf,28
0.10057257466881774,OAL,29
0.10060294289996435,IPWX,29
-0.17983821071440492,Conf,29
0.10066819227319723,Targ,29
0.10051803449675564,PotConf,29
