covariate_index,wamd_after
Xc1,0.25408125081607913
Xc2,0.21675003276196375
Xp1,0.04834204876357823
Xp2,0.014375211255408322
Xi1,0.1913924177702963
Xi2,0.03843077354972942
Xs1,0.030196644100833368
Xs2,0.0008226935659627052
Xs3,0.0002755226301109991
Xs4,0.007203037240560913
Xs5,0.005975927435530716
Xs6,0.02495473749241719
Xs7,0.018261618009328552
Xs8,0.007057548310652248
Xs9,0.0020673236099191567
Xs10,0.018336128009781343
Xs11,0.01591905043017905
Xs12,0.0068784689714233346
Xs13,0.028901062022650116
Xs14,0.020931002266100424
Xs15,0.009539393347240906
Xs16,0.0034014292852380178
Xs17,0.0035031317700345023
Xs18,0.011250921417183457
Xs19,0.010570265155682714
Xs20,0.00513577722902189
Xs21,0.0035390422973687525
Xs22,0.007693127657527819
Xs23,0.0019430041678652032
Xs24,0.023059073569545185
Xs25,0.0020974519701294175
Xs26,0.007968121106105562
Xs27,9.728499924696363e-05
Xs28,0.013823993890826787
Xs29,0.005218656979351595
Xs30,0.0005997901789516548
Xs31,0.0016142412345604945
Xs32,0.0009353656287164463
Xs33,0.03408683265803806
Xs34,0.0010424971214069842
Xs35,0.008533085374989162
Xs36,0.0056283382033142735
Xs37,0.003006170500299243
Xs38,0.009801853930305186
Xs39,0.027738150237581066
Xs40,0.0010130861160804884
Xs41,0.0030538830796687797
Xs42,0.0001384786804368144
Xs43,0.0009684392738525177
Xs44,0.002011638994061878
Xs45,1.5903067774356601e-06
Xs46,0.0014739285005832574
Xs47,0.0003677513556352914
Xs48,0.0011642799553580315
Xs49,0.03479632376553041
Xs50,0.010476623534476271
Xs51,0.00130470151070327
Xs52,0.0013463975397413114
Xs53,0.004557040284205841
Xs54,0.001390744415424717
Xs55,0.0005928639435835941
Xs56,0.023547923918021026
Xs57,0.005768879171206484
Xs58,0.003266738601013539
Xs59,0.0008694685625945132
Xs60,0.019715012022080158
Xs61,0.0073066012059062315
Xs62,0.004256809617117191
Xs63,0.0015631345124890706
Xs64,0.002410588625052494
Xs65,0.003531695619232549
Xs66,0.009335969727322707
Xs67,0.010664476023589503
Xs68,0.001432487564988432
Xs69,0.0008267199670330401
Xs70,0.003501430224098123
Xs71,0.001068489993655252
Xs72,0.0048128061913097426
Xs73,0.00856086187491413
Xs74,0.00018253194508998846
Xs75,0.003814476486940407
Xs76,6.650870842314225e-05
Xs77,0.012146011016928174
Xs78,0.03287939734754925
Xs79,0.014734551333687992
Xs80,0.00040278112334478936
Xs81,0.005003042124288979
Xs82,0.003019644268738317
Xs83,0.013630742624692636
Xs84,0.004680895648612867
Xs85,0.0006096232990162794
Xs86,0.0006574388061372246
Xs87,0.002992032675394403
Xs88,0.0143022962768526
Xs89,0.006178481806949455
Xs90,0.021475573366211337
Xs91,0.03343134538028529
Xs92,0.00011622582416705388
Xs93,0.030867089765537172
Xs94,0.00795623768444594
