ate,method,rep
1.0783730681272918,OAL,0
1.1272047891372057,IPWX,0
-0.3162727730350163,Conf,0
-0.1194696203834548,Targ,0
1.817681530601731,PotConf,0
0.40144195107140834,OAL,1
0.7778769963534715,IPWX,1
-0.5325375077146579,Conf,1
-0.43584742137814764,Targ,1
0.41792687211300994,PotConf,1
1.1049260933081906,OAL,2
1.5368033157369356,IPWX,2
0.12915618697293887,Conf,2
0.3549048434396931,Targ,2
1.1019030092684665,PotConf,2
1.363238380860667,OAL,3
1.6835210452391545,IPWX,3
0.4662330468340541,Conf,3
0.3535792142592815,Targ,3
1.6778870014789056,PotConf,3
1.2810755236661826,OAL,4
1.2813533548386657,IPWX,4
-0.15342173038086965,Conf,4
0.15523601995104838,Targ,4
1.2789708020311317,PotConf,4
1.4215531008838165,OAL,5
1.4216596390334,IPWX,5
0.5222556685666353,Conf,5
-0.1956598969813404,Targ,5
1.731994778488367,PotConf,5
1.6743935146412854,OAL,6
1.920112115545135,IPWX,6
-0.11899505670860971,Conf,6
-0.25390584978413544,Targ,6
1.8925199924420701,PotConf,6
1.5317285800937013,OAL,7
1.5318561258234924,IPWX,7
-0.02554382048647169,Conf,7
0.09645011692887247,Targ,7
1.4164717673096858,PotConf,7
1.317757428079455,OAL,8
1.3179639779839054,IPWX,8
0.2722432492388906,Conf,8
0.1944004279375125,Targ,8
1.3132276238774914,PotConf,8
1.6117548368802548,OAL,9
1.8887606906460472,IPWX,9
-0.04344629830778953,Conf,9
-0.24475104970583225,Targ,9
2.0186170017891394,PotConf,9
0.8351949788947912,OAL,10
1.2179131735584077,IPWX,10
0.22072504577411586,Conf,10
0.44093198076950496,Targ,10
1.2164543188377928,PotConf,10
1.7852220506162046,OAL,11
1.7237445249058023,IPWX,11
0.28953748530089185,Conf,11
0.09751125440238398,Targ,11
2.148732436837081,PotConf,11
1.6381328478556667,OAL,12
1.769516989383606,IPWX,12
0.31422714613103475,Conf,12
0.30834039273857666,Targ,12
1.2533596125895379,PotConf,12
1.373974226119906,OAL,13
1.3738724069319002,IPWX,13
0.30489571441986596,Conf,13
0.2637464642412635,Targ,13
0.6963258411593696,PotConf,13
1.1143491355966952,OAL,14
1.353335166340372,IPWX,14
0.18777327084183676,Conf,14
0.30718887443080056,Targ,14
1.3423228993526277,PotConf,14
0.9666659959645401,OAL,15
1.1475468569396619,IPWX,15
-1.2198094460213156,Conf,15
-0.6451237565403154,Targ,15
0.6419442968152141,PotConf,15
1.9309933797648031,OAL,16
2.1595634440654856,IPWX,16
-0.03576163582985725,Conf,16
-0.387734681804421,Targ,16
2.1316367079745078,PotConf,16
0.953865950994135,OAL,17
1.5863476404099162,IPWX,17
-0.2572096879967275,Conf,17
0.15851287284078253,Targ,17
1.5770648054987106,PotConf,17
1.2350774834161429,OAL,18
1.2352223547307282,IPWX,18
0.44444153624728144,Conf,18
0.02348472043718126,Targ,18
1.225195224968402,PotConf,18
1.0730408419479072,OAL,19
1.073006363241742,IPWX,19
0.030337369876705236,Conf,19
0.11757141628982307,Targ,19
1.0500157162418093,PotConf,19
1.8205700199881583,OAL,20
1.8428509548653387,IPWX,20
0.2222824279686708,Conf,20
0.15845973499435098,Targ,20
1.8186149913007235,PotConf,20
1.4028796288899352,OAL,21
1.4057055817969788,IPWX,21
-0.19442504805058236,Conf,21
-0.30328276063153564,Targ,21
1.403130010434066,PotConf,21
1.7485364121868963,OAL,22
1.8113548390287253,IPWX,22
0.6751811391482022,Conf,22
-0.11294328060129646,Targ,22
0.9397629318954461,PotConf,22
1.3872795527706019,OAL,23
1.5270076306098637,IPWX,23
-0.211525428590714,Conf,23
-0.4281453789824071,Targ,23
1.496370606994154,PotConf,23
0.6458098936381969,OAL,24
0.7594315539209595,IPWX,24
-0.7101225405250524,Conf,24
-0.14849786158742406,Targ,24
1.571160169191545,PotConf,24
1.0455039233265693,OAL,25
1.5480653680564993,IPWX,25
0.3057431372390703,Conf,25
0.04619107448902644,Targ,25
0.9194873871629832,PotConf,25
1.7198542575781728,OAL,26
1.719980645021621,IPWX,26
0.4111077663046995,Conf,26
-0.1525605598671274,Targ,26
1.692522796139175,PotConf,26
1.054572984742778,OAL,27
1.0549195509828515,IPWX,27
0.14739364017139558,Conf,27
0.3167197568580171,Targ,27
1.257551974597922,PotConf,27
1.3475148406564572,OAL,28
1.604493764558529,IPWX,28
0.3195085068201978,Conf,28
0.38224139841043614,Targ,28
1.2795869780868265,PotConf,28
1.7669445320772168,OAL,29
1.9419949134734624,IPWX,29
0.3317831408233565,Conf,29
-0.07744364740684172,Targ,29
1.7959190412896189,PotConf,29
