covariate_index,selection_proportion
1,1.0
2,1.0
3,1.0
4,1.0
5,1.0
6,1.0
7,1.0
8,1.0
9,1.0
10,1.0
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
16,1.0
17,1.0
18,1.0
19,1.0
20,0.06666666666666667
21,0.1
22,0.1
23,0.26666666666666666
24,0.06666666666666667
25,0.16666666666666666
26,0.06666666666666667
27,0.03333333333333333
28,0.06666666666666667
29,0.13333333333333333
30,0.16666666666666666
31,0.2
32,0.13333333333333333
33,0.13333333333333333
34,0.06666666666666667
35,0.1
36,0.2
37,0.06666666666666667
38,0.06666666666666667
39,0.23333333333333334
40,0.06666666666666667
41,0.16666666666666666
42,0.23333333333333334
43,0.16666666666666666
44,0.16666666666666666
45,0.1
46,0.2
47,0.13333333333333333
48,0.1
49,0.1
50,0.06666666666666667
51,0.26666666666666666
52,0.06666666666666667
53,0.1
54,0.16666666666666666
55,0.06666666666666667
56,0.06666666666666667
57,0.1
58,0.16666666666666666
59,0.13333333333333333
60,0.1
61,0.03333333333333333
62,0.2
63,0.16666666666666666
64,0.06666666666666667
65,0.06666666666666667
66,0.13333333333333333
67,0.1
68,0.16666666666666666
69,0.06666666666666667
70,0.1
71,0.23333333333333334
72,0.26666666666666666
73,0.06666666666666667
74,0.06666666666666667
75,0.06666666666666667
76,0.1
77,0.13333333333333333
78,0.23333333333333334
79,0.23333333333333334
80,0.13333333333333333
81,0.16666666666666666
82,0.1
83,0.06666666666666667
84,0.06666666666666667
85,0.03333333333333333
86,0.1
87,0.1
88,0.0
89,0.23333333333333334
90,0.16666666666666666
91,0.0
92,0.06666666666666667
93,0.03333333333333333
94,0.06666666666666667
95,0.13333333333333333
96,0.1
97,0.06666666666666667
98,0.06666666666666667
99,0.23333333333333334
100,0.13333333333333333
101,0.26666666666666666
102,0.1
103,0.1
104,0.1
105,0.13333333333333333
106,0.1
107,0.13333333333333333
108,0.06666666666666667
109,0.13333333333333333
110,0.1
111,0.16666666666666666
112,0.2
113,0.16666666666666666
114,0.2
115,0.23333333333333334
116,0.23333333333333334
117,0.1
118,0.1
119,0.1
120,0.1
121,0.13333333333333333
122,0.06666666666666667
123,0.16666666666666666
124,0.2
125,0.06666666666666667
126,0.16666666666666666
127,0.13333333333333333
128,0.13333333333333333
129,0.16666666666666666
130,0.13333333333333333
131,0.2
132,0.06666666666666667
133,0.13333333333333333
134,0.13333333333333333
