covariate_index,wamd_after
Xc1,0.493848223829392
Xc2,0.458762584617161
Xc3,0.4552625789477611
Xc4,0.5296517280153622
Xc5,0.39909743267528097
Xc6,0.3573886938105645
Xc7,0.374022534399833
Xc8,0.34973864549337025
Xc9,0.39700649958348444
Xc10,0.4936658527238454
Xp1,0.43550460967235116
Xp2,0.6623775348167071
Xp3,0.46155156974531253
Xp4,0.4550837990357108
Xp5,0.5698337051913809
Xp6,0.6121583522969741
Xp7,0.7036654428510909
Xp8,0.5632093892105987
Xp9,0.257376522116959
Xp10,0.0
Xi1,0.0
Xi2,0.0
Xi3,0.0
Xi4,0.0
Xi5,0.0
Xi6,0.0
Xi7,0.0
Xi8,0.0
Xi9,0.019677201690510227
Xi10,0.03654601061021804
Xs1,0.0
Xs2,0.0
Xs3,0.0
Xs4,0.0
Xs5,0.0
Xs6,0.0
Xs7,0.0
Xs8,0.0
Xs9,0.0
Xs10,0.0
Xs11,0.0
Xs12,0.0
Xs13,0.0
Xs14,0.0
Xs15,0.026287146005839725
Xs16,0.0
Xs17,0.0
Xs18,0.0
Xs19,0.0
Xs20,0.0
Xs21,0.03498515851135184
Xs22,0.08710121772957446
Xs23,0.0
Xs24,0.04228837099847025
Xs25,0.0
Xs26,0.0
Xs27,0.0
Xs28,0.0
Xs29,0.0
Xs30,0.08643519404868279
Xs31,0.0
Xs32,0.0
Xs33,0.013691996885711938
Xs34,0.0
Xs35,0.0
Xs36,0.03192627770971272
Xs37,0.0
Xs38,0.10763916808370244
Xs39,0.0
Xs40,0.0
Xs41,0.0
Xs42,0.0
Xs43,0.0
Xs44,0.0
Xs45,0.0
Xs46,0.0
Xs47,0.0
Xs48,0.0
Xs49,0.0002372226755064073
Xs50,0.0
Xs51,0.0
Xs52,0.0
Xs53,0.06959751388900111
Xs54,0.0
Xs55,0.0
Xs56,0.02343938566909561
Xs57,0.0
Xs58,0.0
Xs59,0.0010357525625214821
Xs60,0.0
Xs61,0.0
Xs62,0.0
Xs63,0.0
Xs64,0.04501840888810656
Xs65,0.0
Xs66,0.0
Xs67,0.0
Xs68,0.0
Xs69,0.0
Xs70,0.0
Xs71,0.0
Xs72,0.0
Xs73,0.05819873613777314
Xs74,0.0
Xs75,0.0
