coef_index,coef_value
Xc1,0.6833423114697061
Xc2,0.47241594129591324
Xp1,0.7093761333219498
Xp2,-0.17011591334877327
Xi1,-0.1531472581392602
Xi2,0.07590646647750679
Xs1,0.02303210009274506
Xs2,-0.008739564755405244
Xs3,-0.11411311123632793
Xs4,0.059224092912749216
Xs5,-0.028541115671206208
Xs6,-0.13677617718660398
Xs7,-0.07057151417736879
Xs8,-0.04279884265588779
Xs9,0.0007039191257557365
Xs10,-0.006691687736622404
Xs11,-0.00876850397756182
Xs12,0.097189751835977
Xs13,0.12171840557272581
Xs14,-0.06206595893567424
Xs15,-0.20580019425354049
Xs16,0.11937437997005751
Xs17,0.10760243593268119
Xs18,-0.007610380853759698
Xs19,0.034541069501688795
Xs20,0.1473086586390117
Xs21,0.11102255688175945
Xs22,-0.025797954078589258
Xs23,-0.0031073249539878903
Xs24,0.03043329791233271
Xs25,0.15125168227254326
Xs26,-0.06191535932120196
Xs27,0.04149859240303028
Xs28,0.15817434262702293
Xs29,-0.14511860960655576
Xs30,-0.015449399712413492
Xs31,0.06851315735597613
Xs32,-0.06450586334327124
Xs33,0.04062393977433901
Xs34,0.09355946440146923
Xs35,0.005870515406574836
Xs36,0.04491977104811702
Xs37,-0.020967922285053953
Xs38,0.04487555535834749
Xs39,0.03825552767443638
Xs40,-0.11398087481719628
Xs41,-0.027890578183370943
Xs42,0.08699269498286188
Xs43,0.052372880244341974
Xs44,0.011912585073414125
Xs45,0.06669385393124469
Xs46,0.017560781618470273
Xs47,0.08154374139553366
Xs48,0.04330299334444472
Xs49,-0.12813680375137554
Xs50,-0.0001346841291988976
Xs51,-0.025016581015299688
Xs52,-0.14162662774900664
Xs53,-0.011873389040753954
Xs54,-0.17477524211129292
Xs55,-0.05871669673442692
Xs56,0.012906593424042719
Xs57,-0.10921175027886329
Xs58,0.06496644181442576
Xs59,-0.08776915604884075
Xs60,-0.07797401005701454
Xs61,-0.13677709236895938
Xs62,0.01002123300708481
Xs63,0.08125415673140729
Xs64,-0.04104663619105382
Xs65,-0.08217385796102267
Xs66,-0.020283512353801325
Xs67,-0.1122318976769631
Xs68,-0.13672516296709242
Xs69,-0.03139593970710938
Xs70,0.2038541145786684
Xs71,0.005550636136959275
Xs72,0.0050866222042729725
Xs73,0.013119243406670422
Xs74,-0.048586539258412276
Xs75,-0.022035597593508052
Xs76,-0.06351884555719536
Xs77,-0.0549845252607684
Xs78,0.010088661113073633
Xs79,0.02419421083456274
Xs80,-0.203805506872971
Xs81,0.03967417865818562
Xs82,0.09897214812103032
Xs83,0.08025373000668393
Xs84,-0.005914754185090812
Xs85,-0.05058811765473953
Xs86,-0.06768595639093272
Xs87,-0.003560642668307662
Xs88,-0.06352262885946308
Xs89,-0.18105104795378918
Xs90,-0.12177301383189855
Xs91,-0.05513297069218338
Xs92,0.002253283378839163
Xs93,-0.026534794894049654
Xs94,0.47660530677505686
