coef_index,coef_value
Xc1,0.06956800507046207
Xc2,0.22741623092680602
Xc3,0.0
Xc4,0.0
Xc5,0.2501244820942265
Xc6,0.3016821776094202
Xc7,0.0
Xc8,0.05605109882183568
Xc9,-0.0
Xc10,0.8965936361005956
Xc11,0.0
Xc12,0.22201844947124652
Xc13,0.8279821628963957
Xc14,0.19861654759653544
Xc15,0.0
Xc16,0.6709026055256482
Xc17,0.16998628667898585
Xc18,0.5411271575780233
Xc19,0.2336423415308219
Xc20,0.0
Xc21,0.0
Xc22,0.0
Xc23,0.32263705131775156
Xc24,1.2114950697722078
Xc25,0.0
Xc26,-0.0
Xc27,0.5844457656064638
Xc28,0.0
Xc29,0.0
Xc30,0.04297161535679642
Xc31,0.34400070382099807
Xc32,0.28176636511531955
Xc33,0.6973716829843278
Xc34,0.0
Xc35,0.13063191239678815
Xc36,0.3182641548542933
Xc37,0.0
Xc38,0.0
Xc39,0.10690928923885244
Xc40,0.0
Xc41,0.5781507320205266
Xc42,0.0848600092671371
Xc43,0.27692314949826746
Xc44,0.0
Xc45,0.0
Xc46,0.0
Xc47,0.06484027399770355
Xc48,0.0
Xc49,0.0
Xc50,0.0
Xp1,0.6515257645231278
Xp2,0.0
Xp3,0.0
Xp4,0.22443735166104103
Xp5,0.29297778896250826
Xp6,0.09658221576462266
Xp7,0.17551669814118706
Xp8,0.0
Xp9,0.3484444685859015
Xp10,0.0
Xp11,0.0
Xp12,0.4059100293226893
Xp13,0.31278479920444485
Xp14,0.0
Xp15,0.008893461055188717
Xp16,-0.06251785926994581
Xp17,0.0
Xp18,0.0
Xp19,0.0
Xp20,0.03839414136832471
Xp21,0.0
Xp22,0.030627278981343875
Xp23,0.0
Xp24,0.2583247771703839
Xp25,0.5905754635689761
Xp26,0.3909539572285745
Xp27,0.0
Xp28,0.0
Xp29,0.35695265404784826
Xp30,0.0
Xp31,0.0
Xp32,0.9951683297967959
Xp33,0.0
Xp34,0.0
Xp35,0.12571099808985392
Xp36,0.0
Xp37,0.3226265913021998
Xp38,0.2677529520117922
Xp39,0.0
Xp40,0.039300817339045765
Xp41,-0.0
Xp42,0.18634047901713255
Xp43,0.0
Xp44,0.1059456318097192
Xp45,0.7320684776544842
Xp46,0.02548821855498143
Xp47,0.07251693272883791
Xp48,0.24158876145021563
Xp49,0.6154096522605148
Xp50,0.0
Xi1,0.0
Xi2,0.0
Xi3,-0.0
Xi4,0.0
Xi5,-0.0
Xi6,0.00017488211043275464
Xi7,0.4558205854754051
Xi8,-0.0
Xi9,-0.0
Xi10,-0.0
Xi11,0.0
Xi12,0.0
Xi13,-0.0
Xi14,-0.0
Xi15,-0.0
