covariate_index,selection_proportion
1,1.0
2,1.0
3,1.0
4,1.0
5,1.0
6,1.0
7,1.0
8,1.0
9,1.0
10,1.0
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
16,1.0
17,1.0
18,1.0
19,1.0
20,0.3
21,0.13333333333333333
22,0.2
23,0.1
24,0.2
25,0.16666666666666666
26,0.03333333333333333
27,0.16666666666666666
28,0.2
29,0.1
30,0.1
31,0.16666666666666666
32,0.1
33,0.13333333333333333
34,0.06666666666666667
35,0.16666666666666666
36,0.1
37,0.06666666666666667
38,0.16666666666666666
39,0.2
40,0.23333333333333334
41,0.2
42,0.16666666666666666
43,0.06666666666666667
44,0.16666666666666666
45,0.3
46,0.16666666666666666
47,0.06666666666666667
48,0.3
49,0.3
50,0.06666666666666667
51,0.2
52,0.06666666666666667
53,0.13333333333333333
54,0.2
55,0.13333333333333333
56,0.16666666666666666
57,0.1
58,0.23333333333333334
59,0.2
60,0.16666666666666666
61,0.13333333333333333
62,0.23333333333333334
63,0.23333333333333334
64,0.13333333333333333
65,0.26666666666666666
66,0.3
67,0.1
68,0.23333333333333334
69,0.23333333333333334
70,0.1
71,0.13333333333333333
72,0.2
73,0.16666666666666666
74,0.26666666666666666
75,0.06666666666666667
76,0.26666666666666666
77,0.16666666666666666
78,0.2
79,0.1
80,0.23333333333333334
81,0.2
82,0.2
83,0.1
84,0.3
85,0.16666666666666666
86,0.06666666666666667
87,0.16666666666666666
88,0.23333333333333334
89,0.13333333333333333
90,0.16666666666666666
91,0.3
92,0.16666666666666666
93,0.13333333333333333
94,0.13333333333333333
95,0.2
96,0.23333333333333334
97,0.13333333333333333
98,0.13333333333333333
99,0.13333333333333333
100,0.2
101,0.16666666666666666
102,0.16666666666666666
103,0.16666666666666666
104,0.2
105,0.1
106,0.16666666666666666
107,0.26666666666666666
108,0.13333333333333333
109,0.03333333333333333
110,0.2
111,0.3
112,0.06666666666666667
113,0.06666666666666667
114,0.06666666666666667
115,0.23333333333333334
116,0.3333333333333333
117,0.16666666666666666
118,0.0
119,0.16666666666666666
120,0.1
121,0.23333333333333334
122,0.3
123,0.13333333333333333
124,0.16666666666666666
125,0.13333333333333333
126,0.2
127,0.23333333333333334
128,0.2
129,0.16666666666666666
130,0.16666666666666666
131,0.06666666666666667
132,0.36666666666666664
133,0.1
134,0.2
135,0.2
136,0.16666666666666666
137,0.2
138,0.3
139,0.1
